feature,log2FC,p_value,q_value,grad_avg,grad_mag,volcano_weight,metric_abs,metric_signed,sig_up,sig_down
25,-0.8679656982421875,0.8084998804014277,0.9997757329456118,-0.003683037,0.003683037,0.09232004000124588,0.08013062798142806,-0.08013062798142806,False,False
26,1.8391242027282715,0.5534540089158995,0.9997757329456118,-0.010146555,0.010146555,0.25691846241652805,0.4725049623579705,0.4725049623579705,False,False
27,0.8713417053222656,0.33318275271044806,0.971212108868334,0.030299978,0.030299978,0.47731748804720725,0.4159066340151937,0.4159066340151937,False,False
28,-0.9286155700683594,1.4272833178480188e-08,5.709133271392075e-07,-0.5015928,0.5015928,7.845489810231489,7.285443992593619,-7.285443992593619,False,False
29,6.072731018066406,0.03172113239323573,0.3731897928615968,0.021277817,0.021277817,1.4986513174655491,9.100906340839126,9.100906340839126,True,False
30,-3.693697690963745,0.39266154564474354,0.9997757329456118,-0.045704506,0.045704506,0.4059816282229062,1.4995734027406502,-1.4995734027406502,False,False
31,-0.02013874053955078,0.8693549791628035,0.9997757329456118,0.05293621,0.05293621,0.060802854146825264,0.0012244929037270632,-0.0012244929037270632,False,False
32,0.9155197143554688,0.5521747537844554,0.9997757329456118,0.00092452654,0.00092452654,0.2579234538045928,0.23613400675275675,0.23613400675275675,False,False
33,0.17677021026611328,0.5919613417719864,0.9997757329456118,0.06958712,0.06958712,0.2277066540934685,0.04025175312309555,0.04025175312309555,False,False
34,-3.4732437133789062,0.04354247975742094,0.44396714084139804,-0.06272798,0.06272798,1.3610868413882267,4.727386315214411,-4.727386315214411,False,True
35,3.671462059020996,0.40012114002455057,0.9997757329456118,0.022360025,0.022360025,0.3978085024738629,1.4605388235887478,1.4605388235887478,False,False
36,-1.8766345977783203,0.665897929552093,0.9997757329456118,-0.014954129,0.014954129,0.17659233543858466,0.33139928638652255,-0.33139928638652255,False,False
37,-0.010999679565429688,0.9516082840817458,0.9997757329456118,0.030896317,0.030896317,0.021541785933499782,0.00023695274253557824,-0.00023695274253557824,False,False
38,-0.11626434326171875,0.46631572401434573,0.9997757329456118,-0.013867494,0.013867494,0.3313199400301121,0.038520695237113024,-0.038520695237113024,False,False
39,2.9805688858032227,0.16465317893423018,0.857562614213708,0.007644931,0.007644931,0.7834298800127053,2.3350667245744217,2.3350667245744217,False,False
40,0.02330493927001953,0.8463268055933977,0.9997757329456118,0.048930798,0.048930798,0.07246190355728294,0.001688720261792491,0.001688720261792491,False,False
41,-2.802363872528076,0.0443967140841398,0.44396714084139804,-0.01920672,0.01920672,1.3526491719559839,3.7906151716944665,-3.7906151716944665,False,True
42,-0.024598121643066406,0.9121826942793378,0.9997757329456118,-0.014183459,0.014183459,0.039918171352131916,0.0009819120346885094,-0.0009819120346885094,False,False
43,9.702967643737793,0.02005553892277984,0.30352724055421754,0.07638108,0.07638108,1.6977656633734453,16.473365298361568,16.473365298361568,True,False
44,1.7964210510253906,0.401842981986838,0.9997757329456118,0.031760834,0.031760834,0.3959436120343929,0.7112814396776136,0.7112814396776136,False,False
45,1.7997589111328125,0.1593949248943642,0.857562614213708,0.006402983,0.006402983,0.797525510577681,1.4353536445179274,1.4353536445179274,False,False
46,1.0967302322387695,0.28937885868819896,0.971212108868334,0.040843416,0.040843416,0.5385332005509074,0.5906256421084844,0.5906256421084844,False,False
47,0.03424644470214844,0.8128511446757778,0.9997757329456118,0.0028567233,0.0028567233,0.08998897834796546,0.003081802570796432,0.003081802570796432,False,False
48,0.09765625,0.9462703442022782,0.9997757329456118,0.025008805,0.025008805,0.02398477034015614,0.0023422627285308727,0.0023422627285308727,False,False
49,-3.94621205329895,0.3255275324439414,0.971212108868334,-0.020620357,0.020620357,0.4874122738152802,1.923432189855707,-1.923432189855707,False,False
50,-0.07503128051757812,0.7878631155734239,0.9997757329456118,-0.020523256,0.020523256,0.10354923087989061,0.0077694313895285355,-0.0077694313895285355,False,False
51,0.14582252502441406,0.27639966490938117,0.971212108868334,0.062275585,0.062275585,0.5584624878104836,0.08143641010394077,0.08143641010394077,False,False
52,0.08294296264648438,0.9698454209777805,0.9997757329456118,0.009672013,0.009672013,0.013297480337954068,0.0011029324149632847,0.0011029324149632847,False,False
53,-0.0027360916137695312,0.989065554861122,0.9997757329456118,0.0116451895,0.0116451895,0.004774922587924132,1.3064625649217925e-05,-1.3064625649217925e-05,False,False
54,-0.7225561141967773,0.7404701798275652,0.9997757329456118,0.04166843,0.04166843,0.13049242667296848,0.094288100748928,-0.094288100748928,False,False
55,1.9642891883850098,0.3101024125387895,0.971212108868334,-0.006662896,0.006662896,0.5084948550196617,0.9988309460645246,0.9988309460645246,False,False
56,1.7495613098144531,0.6023684717556728,0.9997757329456118,0.0051725563,0.0051725563,0.22013776738648294,0.3851445206483245,0.3851445206483245,False,False
57,-0.06056976318359375,0.7876526853759738,0.9997757329456118,-0.00054675085,0.00054675085,0.10366524199709651,0.006278979158134072,-0.006278979158134072,False,False
58,-1.8941545486450195,0.4269553430681623,0.9997757329456118,-0.055112902,0.055112902,0.36961754716069334,0.7001127582134423,-0.7001127582134423,False,False
59,0.07227897644042969,0.44507912105703873,0.9997757329456118,0.06104033,0.06104033,0.3515627782683568,0.025410597767790567,0.025410597767790567,False,False
60,-3.91483211517334,0.2198309200266125,0.9601468684861524,-0.020527445,0.020527445,0.6579112225016222,2.5756119827823034,-2.5756119827823034,False,False
61,-1.8322181701660156,0.3042041647395399,0.971212108868334,-0.015502018,0.015502018,0.5168348444874273,0.9469541930447913,-0.9469541930447913,False,False
62,0.9286751747131348,0.6707116151499708,0.9997757329456118,-0.0029409982,0.0029409982,0.17346417263376326,0.16109187082712947,0.16109187082712947,False,False
63,0.046051979064941406,0.6823226046544275,0.9997757329456118,0.014589761,0.014589761,0.16601024074696394,0.007645100131445066,0.007645100131445066,False,False
64,-3.046322822570801,0.07233145869358025,0.578651669548642,-0.06654845,0.06654845,1.140672776487499,3.4748575120990703,-3.4748575120990703,False,False
65,1.8619275093078613,0.6748265536233662,0.9997757329456118,-0.034068868,0.034068868,0.1708078367746545,0.31803181009609616,0.31803181009609616,False,False
66,2.7281494140625,0.519493460232935,0.9997757329456118,0.011528089,0.011528089,0.28441991529184013,0.7759400252511396,0.7759400252511396,False,False
67,-6.388586044311523,0.1706117857825705,0.857562614213708,0.004194788,0.004194788,0.7679909712720163,4.906376401225655,-4.906376401225655,False,False
68,0.027845382690429688,0.9885747811721122,0.9997757329456118,0.04615131,0.04615131,0.00499047271146494,0.00013896162245688755,0.00013896162245688755,False,False
69,5.508092880249023,0.22205840872766885,0.9601468684861524,0.020526135,0.020526135,0.6535327766678211,3.5997192341734,3.5997192341734,False,False
70,0.0063304901123046875,0.9699540185848035,0.9997757329456118,-0.001662098,0.001662098,0.01324885330923621,8.387173487349506e-05,8.387173487349506e-05,False,False
71,-0.8472771644592285,0.7400578445439785,0.9997757329456118,-0.0069632386,0.0069632386,0.130734333533275,0.11076821541354026,-0.11076821541354026,False,False
72,-0.03373527526855469,0.9865126763335063,0.9997757329456118,0.03938001,0.03938001,0.00589732984785482,0.00019894804576684608,-0.00019894804576684608,False,False
73,-0.03528118133544922,0.808257505859505,0.9997757329456118,0.009203435,0.009203435,0.09245025363477427,0.003261754162996744,-0.003261754162996744,False,False
74,-0.05085468292236328,0.7285589703956812,0.9997757329456118,-0.00086941256,0.00086941256,0.13753529017959196,0.006994313572718373,-0.006994313572718373,False,False
75,2.0932564735412598,0.374807192196987,0.9997757329456118,0.027007315,0.027007315,0.42619208400225506,0.8921293388097608,0.8921293388097608,False,False
76,-0.04162120819091797,0.9769035160929249,0.9997757329456118,-0.017052712,0.017052712,0.010148327271620378,0.0004223856421616823,-0.0004223856421616823,False,False
77,0.12340450286865234,0.6149982092611532,0.9997757329456118,-0.002633858,0.002633858,0.21112614879227748,0.02605391743428413,0.02605391743428413,False,False
78,0.9229602813720703,0.5880929687768257,0.9997757329456118,0.007717145,0.007717145,0.23055401297966627,0.21279219669117272,0.21279219669117272,False,False
79,0.0308837890625,0.9884708645473186,0.9997757329456118,-0.0068990523,0.0068990523,0.005036127111873084,0.00015553468741502568,0.00015553468741502568,False,False
80,0.03418445587158203,0.7551195276754279,0.9997757329456118,0.014023543,0.014023543,0.12198429856785892,0.0041699668714188605,0.0041699668714188605,False,False
81,-0.004608154296875,0.9773788358334314,0.9997757329456118,0.02201013,0.02201013,0.009937069421076241,4.579154915107765e-05,-4.579154915107765e-05,False,False
82,-0.8672113418579102,0.6247120673628721,0.9997757329456118,-0.048176818,0.048176818,0.20432010484557608,0.17718871229168093,-0.17718871229168093,False,False
83,1.0391826629638672,0.8261364159828717,0.9997757329456118,0.0016224268,0.0016224268,0.08294823377291483,0.08619836646028702,0.08619836646028702,False,False
84,-1.2641534805297852,0.513844122918103,0.9997757329456118,-0.027562208,0.027562208,0.289168606342317,0.36555350016758736,-0.36555350016758736,False,False
85,-4.725090026855469,0.21453534970105942,0.9601468684861524,-0.028196743,0.028196743,0.6685011374409224,3.1587280574636396,-3.1587280574636396,False,False
86,-5.842164039611816,0.048508794316629536,0.4496492601011695,-0.061578292,0.061578292,1.314179519604857,7.677652331029827,-7.677652331029827,False,True
87,1.2296781539916992,6.383479464900105e-09,3.1917397324500526e-07,0.7235699,0.7235699,8.19494253436698,10.077141807728445,10.077141807728445,True,False
88,-1.2546110153198242,5.90146232907915e-14,5.9014623290791494e-12,-0.5629092,0.5629092,13.229040360771487,16.597299758734447,-16.597299758734447,False,True
89,0.012180328369140625,0.8730492761358415,0.9997757329456118,0.027803548,0.027803548,0.058961243407899926,0.0007181673057610491,0.0007181673057610491,False,False
90,0.07577037811279297,0.5180847212951859,0.9997757329456118,-0.007951623,0.007951623,0.28559921519219306,0.021639960523829393,0.021639960523829393,False,False
91,0.1192483901977539,0.4989968122305205,0.9997757329456118,0.021109946,0.021109946,0.3019022287956815,0.03600135478099901,0.03600135478099901,False,False
92,-1.018336296081543,0.3174164332951732,0.971212108868334,-0.0121054165,0.0121054165,0.49837059268934836,0.5075088634352343,-0.5075088634352343,False,False
93,2.875514507293701,0.18782914955300603,0.9162397539171027,0.0024213828,0.0024213828,0.726237007875846,2.0883050518805653,2.0883050518805653,False,False
94,2.833984851837158,0.5074215955813794,0.9997757329456118,-0.009153297,0.009153297,0.29463105338893414,0.8349799421850643,0.8349799421850643,False,False
95,-1.9333748817443848,0.32660116052715815,0.971212108868334,-0.020143928,0.020143928,0.4859822763977419,0.9395859261603511,-0.9395859261603511,False,False
96,-0.03917884826660156,0.764160346735829,0.9997757329456118,-0.017544052,0.017544052,0.1168155021626926,0.004576696834419,-0.004576696834419,False,False
97,0.7610845565795898,0.0005337034601075949,0.013342586502689872,0.12868743,0.12868743,3.2726999815682243,2.490801414289884,2.490801414289884,False,False
98,-3.939760208129883,0.04240402609068381,0.44396714084139804,-0.0038388018,0.0038388018,1.3725929069459921,5.407686916747143,-5.407686916747143,False,True
99,-1.2356398105621338,0.762678672911195,0.9997757329456118,0.014427388,0.014427388,0.11765839779180748,0.14538340035851316,-0.14538340035851316,False,False
100,4.782502174377441,0.3118412075085001,0.971212108868334,-0.003548999,0.003548999,0.5060664965523161,2.4202641201410255,2.4202641201410255,False,False
101,-0.05828380584716797,0.722253505690607,0.9997757329456118,-0.02911906,0.02911906,0.14131034149014704,0.008236104507608734,-0.008236104507608734,False,False
102,2.0516576766967773,0.16022327098323133,0.857562614213708,0.048877534,0.048877534,0.7952744063189828,1.6316308408048132,1.6316308408048132,False,False
103,3.622591018676758,0.3010997375938582,0.971212108868334,0.038536936,0.038536936,0.5212896229714288,1.8884191063056912,1.8884191063056912,False,False
104,-0.9895076751708984,6.78252637817851e-06,0.00019378646794795742,-0.3841471,0.3841471,5.168608508532073,5.114377789146096,-5.114377789146096,False,False
105,2.0691275596618652,0.5407253624608885,0.9997757329456118,0.02458312,0.02458312,0.267023259574577,0.5525051854565013,0.5525051854565013,False,False
106,-0.08450698852539062,0.6902450684876456,0.9997757329456118,0.028331758,0.028331758,0.1609966875300666,0.013605345225729239,-0.013605345225729239,False,False
107,-0.9524126052856445,0.5830200372341987,0.9997757329456118,-0.0048112976,0.0048112976,0.2343165191505791,0.22316600646566667,-0.22316600646566667,False,False
108,-1.2130413055419922,3.159209674511769e-09,2.1061397830078458e-07,-0.25079077,0.25079077,8.500421549320688,10.311362453845252,-10.311362453845252,False,True
109,-0.8146672248840332,0.7903480499708923,0.9997757329456118,0.005102086,0.005102086,0.10218161390683234,0.08324401183565083,-0.08324401183565083,False,False
110,-2.6829607486724854,0.38389018873789826,0.9997757329456118,-0.0033112282,0.0033112282,0.4157929872090882,1.1155562642552643,-1.1155562642552643,False,False
111,-0.03020191192626953,0.915967951049668,0.9997757329456118,0.0067711156,0.0067711156,0.0381197216659691,0.0011512884764095072,-0.0011512884764095072,False,False
112,0.09265518188476562,0.5230278983788873,0.9997757329456118,-0.007460635,0.007460635,0.28147514518843986,0.026080130773475707,0.026080130773475707,False,False
113,-1.2174749374389648,1.178584617012934e-16,2.3571692340258682e-14,-0.62770486,0.62770486,15.928639231652541,19.39271905204402,-19.39271905204402,False,True
114,9.165075302124023,0.0221483243941355,0.30352724055421754,0.022856059,0.022856059,1.6546591242448392,15.16507547305054,15.16507547305054,True,False
115,-2.0464935302734375,0.15599782475505242,0.857562614213708,0.0012125135,0.0012125135,0.806881457436974,1.6512776823423694,-1.6512776823423694,False,False
116,-1.0483589172363281,0.2987126282922494,0.971212108868334,0.00058326457,0.00058326457,0.5247464168946674,0.5501225854393363,-0.5501225854393363,False,False
117,5.757808685302734,0.08957203455833983,0.6634965522839986,0.04190199,0.04190199,1.0478275610158052,6.033190631516384,6.033190631516384,False,False
118,-5.813014507293701,0.1576768393152958,0.857562614213708,-0.10136199,0.10136199,0.8022320942187436,4.663386801910164,-4.663386801910164,False,False
119,0.017232894897460938,0.9417613889486455,0.9997757329456118,-0.017643047,0.017643047,0.026059119064547432,0.00044907405995976647,0.00044907405995976647,False,False
120,0.009297847747802734,0.9976723864923795,0.9997757329456118,0.0066976123,0.0066976123,0.001012047988100824,9.409868106831534e-06,9.409868106831534e-06,False,False
121,-0.5896673202514648,0.8977635408239215,0.9997757329456118,-0.0054323524,0.0054323524,0.04683803575826863,0.02761885903142055,-0.02761885903142055,False,False
122,-0.013668060302734375,0.9300392369488594,0.9997757329456118,0.008244149,0.008244149,0.031498728832175485,0.00043052652513765247,-0.00043052652513765247,False,False
123,0.863224983215332,0.40816513440805624,0.9997757329456118,0.022562472,0.022562472,0.3891640956044789,0.3359361698961862,0.3359361698961862,False,False
124,4.955447673797607,0.024094051212987733,0.30352724055421754,-0.002687743,0.002687743,1.6180901708807984,8.018361173286026,8.018361173286026,True,False
125,0.14470863342285156,0.4756302926554661,0.9997757329456118,0.017601842,0.017601842,0.32273049317413066,0.046701888631111375,0.046701888631111375,False,False
126,0.04041481018066406,0.8273762945925911,0.9997757329456118,0.028418336,0.028418336,0.08229692636425806,0.0033260146574635775,0.0033260146574635775,False,False
127,-0.10724353790283203,0.6750965790423502,0.9997757329456118,0.017970761,0.017970761,0.17063409273224983,0.01829940379144639,-0.01829940379144639,False,False
128,0.016922950744628906,0.9168696939127864,0.9997757329456118,0.0039061147,0.0039061147,0.03769238214441072,0.0006378663264775927,0.0006378663264775927,False,False
129,-0.9710607528686523,0.34478029864825854,0.971212108868334,0.007317198,0.007317198,0.46245755848769754,0.4490743849148624,-0.4490743849148624,False,False
130,-1.8197602033615112,0.6669806405608345,0.9997757329456118,-0.008933068,0.008933068,0.17588677151016752,0.3200717470919421,-0.3200717470919421,False,False
131,0.9800553321838379,0.6958820129141972,0.9997757329456118,-0.0009930463,0.0009930463,0.15746438895845066,0.15432381402779943,0.15432381402779943,False,False
132,-1.974273681640625,0.5824180506389706,0.9997757329456118,-0.0054526906,0.0054526906,0.23476517357925938,0.46349070356332484,-0.46349070356332484,False,False
133,0.8316068649291992,0.0009462941000869694,0.02102875777971043,0.06375446,0.06375446,3.0239738676206573,2.5147574276798403,2.5147574276798403,False,False
134,-1.8965225219726562,0.6834407250994281,0.9997757329456118,0.0015892412,0.0015892412,0.16529914587821887,0.31349355302088566,-0.31349355302088566,False,False
135,-0.035816192626953125,0.986347461460369,0.9997757329456118,0.009864517,0.009864517,0.0059700688185755964,0.00021382513480227002,-0.00021382513480227002,False,False
136,-1.011587142944336,0.3244333320735252,0.971212108868334,-0.043651935,0.043651935,0.4888745330306944,0.4945391921267665,-0.4945391921267665,False,False
137,-5.462114334106445,0.16528161573801656,0.857562614213708,-0.020579863,0.020579863,0.781775450285521,4.270146893057065,-4.270146893057065,False,False
138,0.01508331298828125,0.1612482264089837,0.857562614213708,0.019105684,0.019105684,0.7925050535300752,0.01195360176718871,0.01195360176718871,False,False
139,0.04276752471923828,0.788729069260508,0.9997757329456118,0.019152189,0.019152189,0.10307215259760436,0.004408140834083144,0.004408140834083144,False,False
140,-0.9426968097686768,0.8250958630712941,0.9997757329456118,0.00883531,0.00883531,0.0834955903782549,0.07871102667933311,-0.07871102667933311,False,False
141,-0.9388551712036133,1.160105614086279e-06,3.8670187136209294e-05,-0.1835127,0.1835127,5.9355024715257,5.572577189083731,-5.572577189083731,False,False
142,-1.8544585704803467,0.6034927299869611,0.9997757329456118,-0.033058256,0.033058256,0.21932795729084661,0.40673461014395795,-0.40673461014395795,False,False
143,-10.262263298034668,0.024282179244337402,0.30352724055421754,-0.048672043,0.048672043,1.6147123393710985,16.570603177211723,-16.570603177211723,False,True
144,6.378227233886719,0.12020055983037402,0.8289693781405105,-0.003302266,0.003302266,0.9200935096155085,5.868565480752048,5.868565480752048,False,False
145,-3.6481685638427734,0.31284677455364746,0.971212108868334,-0.00303549,0.00303549,0.5046683182340822,1.8411150937489795,-1.8411150937489795,False,False
146,6.1850996017456055,0.004789420325768599,0.08708036955942906,0.03919282,0.03919282,2.3197170470351813,14.347680983779792,14.347680983779792,True,False
147,-1.046072006225586,0.8205786582052443,0.9997757329456118,-0.009084764,0.009084764,0.08587978245102851,0.08983643632276427,-0.08983643632276427,False,False
148,4.886597156524658,0.023802731208648273,0.30352724055421754,0.062052365,0.062052365,1.623373207616142,7.9327709003153535,7.9327709003153535,True,False
149,5.373283386230469,0.06996058737308065,0.578651669548642,0.011707417,0.011707417,1.1551465529409755,6.206929781579138,6.206929781579138,False,False
150,-0.027093887329101562,0.989072910452392,0.9997757329456118,-0.0018267854,0.0018267854,0.004771692791066418,0.0001292837068502397,-0.0001292837068502397,False,False
151,-2.6764602661132812,0.23449751564228166,0.971212108868334,-0.008181748,0.008181748,0.6298617540088702,1.685799957749159,-1.685799957749159,False,False
152,-1.9765996932983398,0.3091164255879472,0.971212108868334,-0.021614077,0.021614077,0.5098779171215031,1.0078245346019594,-1.0078245346019594,False,False
153,0.03346824645996094,0.7636277027315743,0.9997757329456118,0.017551368,0.017551368,0.11711832474507848,0.003919744957546029,0.003919744957546029,False,False
154,0.017118453979492188,0.8627560808212977,0.9997757329456118,-0.0063633835,0.0063633835,0.06411197105956633,0.0010974978261177211,0.0010974978261177211,False,False
155,0.09800052642822266,0.5434755106650293,0.9997757329456118,-0.0016611799,0.0016611799,0.26482002070862054,0.02595250143817764,0.02595250143817764,False,False
156,0.0007781982421875,0.9997757329456118,0.9997757329456118,-0.01035853,0.01035853,9.740886740167294e-05,7.580340938545715e-08,7.580340938545715e-08,False,False
157,0.023509979248046875,0.9240162975043595,0.9997757329456118,0.017420009,0.017420009,0.03432036876496607,0.0008068711574496683,0.0008068711574496683,False,False
158,0.01738262176513672,0.8830833118021415,0.9997757329456118,-0.01925512,0.01925512,0.053998322301072,0.0009386324125114817,0.0009386324125114817,False,False
159,-0.04487037658691406,0.8093031470424737,0.9997757329456118,0.0039880187,0.0039880187,0.09188877081401732,0.004123083750533595,-0.004123083750533595,False,False
160,-3.69069766998291,0.41757813739137206,0.9997757329456118,-0.02958216,0.02958216,0.37926224721565216,1.3997422921112899,-1.3997422921112899,False,False
161,-1.0064945220947266,0.32887293337027423,0.971212108868334,-0.013987149,0.013987149,0.4829718679939063,0.48610853946172405,-0.48610853946172405,False,False
162,-0.062107086181640625,0.7310112036510142,0.9997757329456118,0.0027949894,0.0027949894,0.13607596689094098,0.008451281802945748,-0.008451281802945748,False,False
163,-2.7386245727539062,0.4039409479100533,0.9997757329456118,-0.01180655,0.01180655,0.39368211971937106,1.0781475269173146,-1.0781475269173146,False,False
164,0.09180927276611328,0.5367727421856561,0.9997757329456118,0.0009526789,0.0009526789,0.27020954615300513,0.024807741926768923,0.024807741926768923,False,False
165,-0.20162582397460938,0.4679420163203767,0.9997757329456118,-0.029630907,0.029630907,0.32980795793487855,0.06649780127200319,-0.06649780127200319,False,False
166,0.20154878497123718,0.9598969528640049,0.9997757329456118,0.010545839,0.010545839,0.017775386965234265,0.0035826076452365333,0.0035826076452365333,False,False
167,-0.11012554168701172,0.49003411547515197,0.9997757329456118,-0.03336839,0.03336839,0.3097736839574986,0.03411399474620071,-0.03411399474620071,False,False
168,-3.777791976928711,0.41810173076663215,0.9997757329456118,-0.0044615627,0.0044615627,0.37871803464800186,1.4307179528114309,-1.4307179528114309,False,False
169,-0.013789653778076172,0.9974864354710469,0.9997757329456118,0.004572408,0.004572408,0.0010930014458545418,1.5072111517270801e-05,-1.5072111517270801e-05,False,False
170,-0.020189762115478516,0.996454326256963,0.9997757329456118,-0.011624472,0.011624472,0.0015426029435865565,3.11447864696495e-05,-3.11447864696495e-05,False,False
171,-0.05805683135986328,0.9677660496267879,0.9997757329456118,0.016346235,0.016346235,0.014229617522257473,0.0008261265048050577,-0.0008261265048050577,False,False
172,-3.7756142616271973,0.05689676929630004,0.49475451562000033,-0.02294051,0.02294051,1.2449123929480475,4.700308985291089,-4.700308985291089,False,False
173,-0.06486320495605469,0.5550279454135524,0.9997757329456118,0.009971116,0.009971116,0.2556851497901878,0.016584558275060494,-0.016584558275060494,False,False
174,-1.9502134323120117,0.6803364406420419,0.9997757329456118,-0.015749048,0.015749048,0.167276266440715,0.32622442171968535,-0.32622442171968535,False,False
175,0.28635168075561523,0.8944716879966403,0.9997757329456118,0.00085462513,0.00085462513,0.048433401258064245,0.013868985854957825,0.013868985854957825,False,False
176,-0.018897056579589844,0.8772474905021419,0.9997757329456118,-0.006385326,0.006385326,0.05687786547520196,0.0010748242420111913,-0.0010748242420111913,False,False
177,-0.19536876678466797,0.2679140845135027,0.971212108868334,-0.024109699,0.024109699,0.572004454492919,0.11175180486961832,-0.11175180486961832,False,False
178,6.366716384887695,0.11284581885991202,0.8060415632850858,0.04290077,0.04290077,0.947514527678005,6.0325562682866805,6.0325562682866805,False,False
179,0.09784412384033203,0.6225737723143219,0.9997757329456118,0.026202535,0.026202535,0.20580917915477098,0.020137218812696495,0.020137218812696495,False,False
180,3.854194402694702,0.1715125228427416,0.857562614213708,0.039476212,0.039476212,0.7657041648168484,2.951172706157119,2.951172706157119,False,False
181,1.0399808883666992,0.31494159258390136,0.971212108868334,0.0063491273,0.0063491273,0.5017699807199006,0.5218311903048238,0.5218311903048238,False,False
182,-0.724090576171875,0.0014195244030561103,0.028390488061122203,-0.055135876,0.055135876,2.84785713711381,2.062106515267925,-2.062106515267925,False,False
183,0.5201930999755859,0.08046776601214944,0.6189828154780727,0.12913734,0.12913734,1.094378055614312,0.5692879132952631,0.5692879132952631,False,False
184,1.9909963607788086,0.16287081729749242,0.857562614213708,0.039250795,0.039250795,0.7881567242981983,1.5692171698010595,1.5692171698010595,False,False
185,-1.8249702453613281,0.30179232095671965,0.971212108868334,-0.012565307,0.012565307,0.5202918149532433,0.9495170811947111,-0.9495170811947111,False,False
186,0.7752170562744141,0.8357057443996897,0.9997757329456118,-0.008619935,0.008619935,0.07794661260784962,0.06042554357241931,0.06042554357241931,False,False
187,-0.02975940704345703,0.8811022247428354,0.9997757329456118,-0.010493254,0.010493254,0.054973702182441096,0.0016359847799330468,-0.0016359847799330468,False,False
