feature,log2FC,p_value_ttest,q_value_ttest,grad_avg,grad_mag,volcano_weight,metric_abs,metric_signed,sig_up,sig_down,p_treatment,p_batch,p_interaction,q_treatment,q_batch,q_interaction
11,-0.20400639883278912,0.04826734663684697,0.24133673318423482,-0.04422165,0.04422165,1.3163465746565233,0.2685431243115545,-0.2685431243115545,False,False,0.046455370721528305,0.989257880071221,0.06610312595576574,0.22830714043270195,0.989257880071221,0.8584650300772874
12,-0.0002474606956899817,0.9982546392221119,0.9990455559468623,0.010512492,0.010512492,0.0007586628176901349,1.8773922865972256e-07,-1.8773922865972256e-07,False,False,0.9981211662648245,0.00010101641211382696,0.29548854193793916,0.9989852385619966,0.0005612022895212609,0.8584650300772874
13,0.3388076548080258,0.020974065469837933,0.12337685570492901,0.0072047114,0.0072047114,1.6783173806939842,0.5686267757764775,0.5686267757764775,True,False,0.010362225119749841,2.1117474060843944e-06,0.6920217120420259,0.06476390699843651,2.1021055828314788e-05,0.866714921916851
14,0.09085108025039275,0.30495728152963353,0.801390874690006,0.012357384,0.012357384,0.5157609924411036,0.04685744331428891,0.04685744331428891,False,False,0.30326132597399513,0.14513221625607872,0.4611794885275662,0.7703320778306652,0.23792166599357167,0.8584650300772874
15,0.6389753518635605,2.7139453839286154e-08,4.1753005906594084e-07,0.15504089,0.15504089,7.566398896432027,4.83474239718771,4.83474239718771,True,False,3.1418948627751524e-08,0.9514890446350016,0.35841085773644277,3.7402999693943467e-07,0.9859990099844576,0.8584650300772874
16,-0.03235122740242178,0.7332200043943825,0.9339334034619967,0.014984672,0.014984672,0.1347656947196699,0.004359835635921393,-0.004359835635921393,False,False,0.7342325912327963,0.9617154628740293,0.2696737372705921,0.9235630078399952,0.9880666519563156,0.8584650300772874
17,0.05494850640453373,0.6681906923502812,0.9270832228024526,0.013833698,0.013833698,0.17509957821759095,0.00962146029512045,0.00962146029512045,False,False,0.6382627903427226,9.339781405619668e-06,0.9468401158269883,0.9166047722730137,7.471825124495735e-05,0.9914556186670035
18,0.6583492829725448,1.37229528362249e-08,2.495082333859073e-07,0.18283607,0.18283607,7.862552429263503,5.176305754139667,5.176305754139667,True,False,1.6466709710323667e-08,0.3156896439228862,0.7784685711237591,2.1955612947098222e-07,0.44778672896863286,0.8969149471631382
19,0.10391468847466558,0.3730643436088812,0.8578960412889909,-0.001582319,0.001582319,0.42821625756304954,0.04449795900445145,0.04449795900445145,False,False,0.3655594533786254,0.07553564781254282,0.16842426427848228,0.8462091290656015,0.1398808292824867,0.8584650300772874
20,0.19079412243578223,0.1408686563292141,0.5418025243431311,0.032362334,0.032362334,0.8511856278810574,0.16240121490151666,0.16240121490151666,False,False,0.14236378617918438,0.4668514919292063,0.41939796936934937,0.5475530237660938,0.6102633881427533,0.8584650300772874
21,0.05856871675464249,0.5718888867406733,0.9270832228024526,0.0022592337,0.0022592337,0.242688342820518,0.014213944810308491,0.014213944810308491,False,False,0.5693589269034578,0.1384150937042643,0.30994170997657067,0.9166047722730137,0.23069182284044049,0.8584650300772874
22,-0.012341045184114541,0.9100001065092584,0.9905035451358372,0.038432796,0.038432796,0.04095855684771903,0.0005054714007338246,-0.0005054714007338246,False,False,0.8998408012366326,2.2746514590243617e-06,0.6566443673625463,0.9900814233934792,2.1021055828314788e-05,0.8584650300772874
23,0.016736755778305676,0.9090862735400596,0.9905035451358372,-0.019737553,0.019737553,0.04139489967744107,0.0006928163263687956,0.0006928163263687956,False,False,0.908283139423778,0.05683993557848735,0.8428564531147599,0.9900814233934792,0.11333928763391247,0.9253487436609763
24,0.3161849746561728,0.028525041578794322,0.15013179778312802,0.013554327,0.013554327,1.5447737138710878,0.48843423756985177,0.48843423756985177,False,False,0.009634960473922571,3.637158517952718e-09,0.6920491919411225,0.06216103531562949,9.092896294881795e-08,0.866714921916851
25,0.04470406366452422,0.6801109415141542,0.9270832228024526,0.021829057,0.021829057,0.16742023823866473,0.00748436498895108,0.00748436498895108,False,False,0.6778857700968366,0.07494462078475769,0.6504936029242024,0.9166047722730137,0.1398808292824867,0.8584650300772874
26,-0.5106874458583701,3.3409572980597084e-06,2.6727658384477667e-05,-0.13886042,0.13886042,5.476129075195616,2.7965903706024076,-2.7965903706024076,False,True,3.2590189012679416e-07,2.3123161411146267e-06,0.6062244454887364,2.8339294793634275e-06,2.1021055828314788e-05,0.8584650300772874
27,0.3150707137592357,0.02199565485575549,0.1256894563186028,-0.00254235,0.00254235,1.6576631036572287,0.522281097241633,0.522281097241633,False,False,0.02279820031032563,0.4537405278699026,0.5911111356978591,0.12323351519094936,0.6009808316157651,0.8584650300772874
28,-0.4984258476437084,2.213749949418016e-06,1.8447916245150136e-05,-0.11158934,0.11158934,5.654871435725066,2.81853408866746,-2.81853408866746,False,True,2.593961505307791e-06,0.7175970899245533,0.7199118820184462,2.075169204246233e-05,0.833223952389619,0.8762577297471079
29,0.006690944959494447,0.9409783678790453,0.9905035451358372,-0.006248995,0.006248995,0.02642036043963895,0.00017677717751162875,0.00017677717751162875,False,False,0.9406720793729448,0.21751862442596706,0.22852379211930812,0.9900814233934792,0.33987285066557354,0.8584650300772874
30,-0.1615112112345716,0.26285842903033607,0.7990776359045016,-0.016030028,0.016030028,0.5802780919852214,0.09372141748941926,-0.09372141748941926,False,False,0.24260851801594235,0.0017307847773869193,0.5150195814513965,0.7242045313908727,0.006531263310894035,0.8584650300772874
31,-0.12609784453078873,0.2846504249409867,0.801390874690006,-0.034000203,0.034000203,0.5456881635145172,0.06881010120514522,-0.06881010120514522,False,False,0.2873629424714765,0.6254891189272985,0.4185839974389005,0.7703320778306652,0.762791608447925,0.8584650300772874
32,0.6357236568411904,1.7367045966737696e-06,1.510177910151104e-05,0.076074466,0.076074466,5.76027404623037,3.6619424810769705,3.6619424810769705,True,False,2.3604607624632155e-07,2.0437168206876817e-05,0.3372220052442688,2.145873420421105e-06,0.0001409459876336332,0.8584650300772874
33,-0.054702525246677146,0.6274330698127006,0.9270832228024526,-0.0020038802,0.0020038802,0.20243259488487828,0.01107357413244042,-0.01107357413244042,False,False,0.6303224291493159,0.801400304765352,0.5940591270988709,0.9166047722730137,0.8904447830726133,0.8584650300772874
34,0.6710657972710001,4.2031798605689645e-10,1.4010599535229882e-08,0.115956925,0.115956925,9.376422025464153,6.292196122067468,6.292196122067468,True,False,4.862134017654836e-10,0.3298871983240256,0.6746462207840398,1.080474226145519e-08,0.4646298567944022,0.866714921916851
35,-0.0011500825441952763,0.992082427479076,0.9990455559468623,-0.002100839,0.002100839,0.0034522428537416545,3.970364244411163e-06,-3.970364244411163e-06,False,False,0.9920168383085557,0.06005758652567371,0.9812131744836547,0.9989852385619966,0.11773246469485107,0.9967176354203964
36,-0.7558776240976294,1.6795451705060165e-11,1.6795451705060164e-09,-0.29910803,0.29910803,10.774808311537884,8.144436506632646,-8.144436506632646,False,True,2.2670388091883547e-12,0.001440786159815406,0.10404627189287571,1.9884329667663325e-10,0.005880759835981249,0.8584650300772874
37,-0.07843029435790963,0.4477399107211596,0.89902493633073,-0.02602783,0.02602783,0.34897419167099064,0.02737014857606937,-0.02737014857606937,False,False,0.45151484403149966,0.6943033547792271,0.6325581557105405,0.8762298938834648,0.8216607748866593,0.8584650300772874
38,0.11813206577321564,0.35779494515521015,0.8578960412889909,-0.0035269842,0.0035269842,0.44636579933797593,0.052730113966307744,0.052730113966307744,False,False,0.34093154972134865,0.0038906282871933365,0.5297337649433113,0.8312187457472726,0.012550413829655925,0.8584650300772874
39,-0.07209663482007557,0.6252263896049559,0.9270832228024526,0.00079296815,0.00079296815,0.20396269953010898,0.014705024264939066,-0.014705024264939066,False,False,0.6196385821806041,0.025685326319111187,0.784800578767746,0.9166047722730137,0.06342055881262022,0.8969149471631382
40,-0.09367905782215219,0.34007112910069837,0.8396818002486379,0.004143753,0.004143753,0.46843023664850797,0.043882103224640014,-0.043882103224640014,False,False,0.34495577948511813,0.831722586597762,0.9892732551592189,0.8312187457472726,0.9088218460590415,0.9967176354203964
41,0.03738975287131559,0.7156102492093415,0.9270832228024526,-0.0006355738,0.0006355738,0.14532344794929133,0.005433607805231497,0.005433607805231497,False,False,0.7024348859789566,0.002776386957084043,0.1296904325295396,0.9166047722730137,0.0100188814948692,0.8584650300772874
42,-0.15142194576830395,0.16505683854572295,0.5896795502483706,-0.04170599,0.04170599,0.7823664775066698,0.11846745432795394,-0.11846745432795394,False,False,0.16509463210156364,0.2998935310637304,0.34876592868031275,0.5646790808513587,0.43150148354493584,0.8584650300772874
43,0.011102691851321877,0.9321761699827561,0.9905035451358372,0.010596473,0.010596473,0.030502003503062945,0.0003386543457424483,0.0003386543457424483,False,False,0.9322561737285445,0.2428277770403238,0.5396060758599746,0.9900814233934792,0.3707294305959142,0.8584650300772874
44,0.08569045880273941,0.43000000189479504,0.8959680281766282,0.006966322,0.006966322,0.3665315425066948,0.03140825604307446,0.03140825604307446,False,False,0.41801703399660417,0.012955837330856847,0.3717106945774632,0.8762298938834648,0.03409430876541276,0.8584650300772874
45,-0.21966556120550437,0.08453744562289421,0.3757219805461965,0.007113338,0.007113338,1.0729508789181854,0.23569035696350238,-0.23569035696350238,False,False,0.08583054987108332,0.9405287086107225,0.28125884166290327,0.37317630378731875,0.9826439459246546,0.8584650300772874
46,0.11968152967035621,0.14028717484597925,0.5418025243431311,-0.0041163694,0.0041163694,0.8529820306695364,0.1020861942118568,0.1020861942118568,False,False,0.12131517442136872,0.0007414878748990544,0.7823453715485524,0.48526069768547486,0.0032955016662180197,0.8969149471631382
47,0.12117465614951094,0.3453837590794919,0.8423994123890047,0.015767058,0.015767058,0.4616980880424139,0.055946107063426134,0.055946107063426134,False,False,0.3236135387819361,0.0013229858524720773,0.554537177576656,0.7990457747702127,0.005512441051966989,0.8584650300772874
48,-0.10165265981737347,0.3908158649929825,0.8684796999844054,-0.033210963,0.033210963,0.40802781460767595,0.04147711263434041,-0.04147711263434041,False,False,0.38969909899168187,0.13324628806670552,0.6727165941348896,0.8555559168198557,0.2239433412885807,0.866714921916851
49,0.041815343544008024,0.6986230055135181,0.9270832228024526,0.00064628274,0.00064628274,0.15575711723391616,0.006513037366560537,0.006513037366560537,False,False,0.700037091256176,0.3994029247254134,0.5702780618990593,0.9166047722730137,0.5397336820613694,0.8584650300772874
50,-0.020357469879137734,0.8559371616894069,0.9905035451358372,-0.0063101975,0.0063101975,0.06755811772153017,0.0013753123466072915,-0.0013753123466072915,False,False,0.8453048642861757,8.778776587291041e-05,0.5210897536566981,0.9869791802328073,0.0005163986227818259,0.8584650300772874
51,0.36008637621238987,6.178627855465996e-05,0.00042611226589420664,0.06025408,0.06025408,4.209107961960492,1.5156424331090714,1.5156424331090714,True,False,6.985258097340885e-05,0.9433381880876686,0.4848047451261708,0.0004817419377476472,0.9826439459246546,0.8584650300772874
52,-0.043292435104871956,0.6786741200301428,0.9270832228024526,-0.0026685758,0.0026685758,0.168338711501619,0.007287792743321603,-0.007287792743321603,False,False,0.6495761178330297,9.828806454495331e-06,0.7741835817564995,0.9166047722730137,7.560620349611793e-05,0.8969149471631382
53,-0.5128115037514018,3.9233622469127674e-08,5.231149662550356e-07,-0.31408226,0.31408226,7.40634159129125,3.7980571687266163,-3.7980571687266163,False,True,4.654683477145132e-09,7.660462923743772e-05,0.6479588299331138,7.757805795241887e-08,0.00047877893273398577,0.8584650300772874
54,-0.27775425663892406,0.016464664622257714,0.0997858461955013,-0.04422516,0.04422516,1.7834471112433736,0.49536002663823975,-0.49536002663823975,False,False,0.01324098924160416,0.0038392239710587027,0.8394891077438473,0.07566279566630948,0.012550413829655925,0.9253487436609763
55,-0.5317774283532951,7.297378227506144e-07,6.633980206823767e-06,-0.08096832,0.08096832,6.1368331434195476,3.2634293472409155,-3.2634293472409155,False,True,3.6867739061740417e-07,0.016794031028094476,0.13930012249953133,3.0723115884783677e-06,0.04306161802075507,0.8584650300772874
56,0.06312579118031926,0.582349300760173,0.9270832228024526,-0.000958658,0.000958658,0.23481644165951956,0.014822973661904453,0.014822973661904453,False,False,0.5791189148168772,0.7207387188170205,0.06210836682727546,0.9166047722730137,0.833223952389619,0.8584650300772874
57,0.17457938081634397,0.07168734131046188,0.3258970546887034,0.0034661125,0.0034661125,1.1445575261226364,0.1998161442191763,0.1998161442191763,False,False,0.047058001489849025,1.5789947810785993e-05,0.09147683039707181,0.22830714043270195,0.00011278534150561425,0.8584650300772874
58,0.10517090213056456,0.3307641247559616,0.8269103118899042,0.028558116,0.028558116,0.48048160088923647,0.05053268342265887,0.05053268342265887,False,False,0.23972795118688278,3.3589774123023635e-09,0.026844482660205733,0.7242045313908727,9.092896294881795e-08,0.8584650300772874
59,0.0998012261026297,0.30868907445790805,0.801390874690006,0.029673332,0.029673332,0.5104787413847992,0.05094640428953018,0.05094640428953018,False,False,0.3081328311322661,0.6461649484642374,0.16442905000231653,0.7703320778306652,0.7832302405627121,0.8584650300772874
60,-0.0057648581133650624,0.9611565501458866,0.990883041387512,0.023423757,0.023423757,0.017205870055395093,9.918939958634938e-05,-9.918939958634938e-05,False,False,0.9603789806916748,0.023591473343582477,0.4210513555654207,0.9900814233934792,0.05935222453840037,0.8584650300772874
61,-0.0962607238794927,0.4321611104188684,0.8959680281766282,-0.00034485396,0.00034485396,0.36435431725471856,0.035073010327557545,-0.035073010327557545,False,False,0.43253689175973786,0.18132585976626447,0.8480996657130682,0.8762298938834648,0.29246106413913625,0.9253487436609763
62,0.7005802844642309,4.694734293702757e-08,5.868417867128446e-07,0.092921436,0.092921436,7.328388982321005,5.134124837898986,5.134124837898986,True,False,1.5275774376324918e-08,0.008102072849441207,0.08394030486484684,2.1955612947098222e-07,0.023484269128815093,0.8584650300772874
63,-0.06132305929648883,0.6122101062405028,0.9270832228024526,-0.0071839266,0.0071839266,0.21309950543411724,0.013067913607788816,-0.013067913607788816,False,False,0.6059724916609657,0.026588340469188728,0.5180400908912464,0.9166047722730137,0.06484961090046032,0.8584650300772874
64,-0.056954377442409186,0.6536844605345337,0.9270832228024526,0.0030106585,0.0030106585,0.184631839011929,0.010515591446971534,-0.010515591446971534,False,False,0.6566152517869388,0.6882208372264119,0.8015023660029104,0.9166047722730137,0.8216607748866593,0.9056523909637405
65,0.7389430052372596,1.653248556606675e-09,3.6738856813481664e-08,0.21303779,0.21303779,8.781661847791094,6.489147596784138,6.489147596784138,True,False,6.506534656816419e-13,1.323616096623913e-10,0.06138986710348619,1.3013069313632839e-10,7.205172379706954e-09,0.8584650300772874
66,0.7732282486197047,1.139385830418042e-09,2.848464576045105e-08,0.16177627,0.16177627,8.943329185800454,6.915234763165976,6.915234763165976,True,False,4.0647069727087205e-10,0.00587788742809808,0.3981662420750255,1.0161767431771801e-08,0.017811780085145695,0.8584650300772874
67,-0.07716380676760934,0.4213537560513526,0.8959680281766282,-0.04534172,0.04534172,0.37535313031730916,0.02896367641742213,-0.02896367641742213,False,False,0.4152855067810295,0.0414810595739714,0.5592085958660351,0.8762298938834648,0.09059605471388373,0.8584650300772874
68,-0.16158170191692145,0.2002792090624516,0.6460619647175858,-0.013805309,0.013805309,0.698364132374442,0.11284286506679655,-0.11284286506679655,False,False,0.15464999887497866,3.3948400450164604e-06,0.32802380208025805,0.5623636322726496,2.952034821753444e-05,0.8584650300772874
69,0.16453366668787062,0.15463343906746382,0.5835224115753352,-0.0022518178,0.0022518178,0.810696585242073,0.13338688174121413,0.13338688174121413,False,False,0.1533155162519832,0.7329885723688625,0.11425041738391055,0.5623636322726496,0.8357105605706738,0.8584650300772874
70,0.5849248205649615,7.537730894253674e-08,7.998982543709038e-07,0.12728895,0.12728895,7.122759371426991,4.166278747259331,4.166278747259331,True,False,7.929607626681078e-08,0.2837341743142589,0.587360810192854,7.929607626681079e-07,0.41725613869743955,0.8584650300772874
71,0.11509543228430164,0.19788984330559914,0.6460619647175858,0.016167182,0.016167182,0.7035764953819206,0.0809784408810561,0.0809784408810561,False,False,0.19664252100386415,0.842324280559511,0.12735489434669026,0.6343307129156908,0.91062084384812,0.8584650300772874
72,-0.031013083388718818,0.7702520434977813,0.9502662260546285,-0.005170467,0.005170467,0.11336714081545804,0.003515864591650429,-0.003515864591650429,False,False,0.771595435084123,0.8319733815381437,0.37633107533011634,0.9388816610131349,0.9088218460590415,0.8584650300772874
73,0.003233538863840338,0.9811334246160999,0.9960745427574618,-0.002381261,0.002381261,0.008271928772624414,2.674760316520015e-05,2.674760316520015e-05,False,False,0.9809567846187042,0.0606322193178483,0.6247326633937245,0.9958952128108672,0.11773246469485107,0.8584650300772874
74,-0.06410060119973382,0.5028960595786778,0.9050334807428563,-0.009286247,0.009286247,0.2985217672622326,0.019135424752716127,-0.019135424752716127,False,False,0.5043650660835484,0.3987688761784638,0.4396373532948392,0.8889142006480557,0.5397336820613694,0.8584650300772874
75,-0.02820603493188284,0.8306220059191739,0.9829846223895549,-0.0037287988,0.0037287988,0.08059656717910665,0.0022733095892437244,-0.0022733095892437244,False,False,0.8029804428765276,2.246244943643472e-08,0.6933719375334808,0.9591174226258161,4.4924898872869436e-07,0.866714921916851
76,-0.04808313713067922,0.6392629931792945,0.9270832228024526,-0.019914715,0.019914715,0.19432043606858312,0.009343536174779067,-0.009343536174779067,False,False,0.6197686198519787,0.002805286818563376,0.03930097118870872,0.9166047722730137,0.0100188814948692,0.8584650300772874
77,-0.10932358608592764,0.37747425816715596,0.8578960412889909,0.0021141153,0.0021141153,0.42311265970934514,0.046256193277780404,-0.046256193277780404,False,False,0.3818429435211026,0.9838390236111532,0.6390818527113988,0.8555559168198557,0.989257880071221,0.8584650300772874
78,0.542436508479545,1.243485638355566e-07,1.243485638355566e-06,0.16395321,0.16395321,6.9053592262516625,3.7457189484849645,3.7457189484849645,True,False,1.576388684413903e-07,0.69263525460256,0.6438561986940323,1.5013225565846696e-06,0.8216607748866593,0.8584650300772874
79,0.17412985104158446,0.17839839581737152,0.6090909399113131,0.0062074596,0.0062074596,0.7486090551773613,0.1303551832664152,0.1303551832664152,False,False,0.15247264934027796,0.0002456631279224052,0.5025113412190401,0.5623636322726496,0.0012283156396120261,0.8584650300772874
80,-0.03177373734222615,0.7841551616406373,0.9502662260546285,0.020569418,0.020569418,0.10559799448770871,0.003355242940718301,-0.003355242940718301,False,False,0.7493265066495185,2.5306262184417796e-08,0.48246813321998705,0.930103642476667,4.601138578985054e-07,0.8584650300772874
81,-0.10860635355544591,0.38630311582412724,0.8680968894924207,-0.012009711,0.012009711,0.4130717889305931,0.04486222075237652,-0.04486222075237652,False,False,0.38817245068065176,0.9868686084671242,0.27175504109330556,0.8555559168198557,0.989257880071221,0.8584650300772874
82,-0.0031518302508485303,0.9699367959178029,0.9948069701721055,0.007393949,0.007393949,0.013256564783702992,4.1782441907608394e-05,-4.1782441907608394e-05,False,False,0.9687910162513916,0.005238571611527234,0.22951237745680317,0.9936318115398888,0.016118681881622257,0.8584650300772874
83,-0.5731481144568836,7.599033416523587e-08,7.998982543709038e-07,-0.14754115,0.14754115,7.119241645688515,4.080379925589294,-4.080379925589294,False,True,6.57478558826836e-08,0.21970480028780018,0.18488740261600703,6.920826935019327e-07,0.34062759734542664,0.8584650300772874
84,-0.05987275048852227,0.6041657165025499,0.9270832228024526,-0.0006843033,0.0006843033,0.21884392248577425,0.013102787566920269,-0.013102787566920269,False,False,0.5987387137078612,0.029819011645642622,0.7486120066522347,0.9166047722730137,0.07099216834242403,0.8965413253320176
85,0.0641573601536156,0.6344145116277153,0.9270832228024526,0.002366943,0.002366943,0.19762689150419807,0.012679219654274352,0.012679219654274352,False,False,0.5470356748766825,1.0256992899297886e-11,0.2388556519491128,0.914809376570128,2.0513985798595775e-09,0.8584650300772874
86,-0.03575937972163785,0.7887209676253417,0.9502662260546285,0.0015974626,0.0015974626,0.10307661358890662,0.0036859557657462475,-0.0036859557657462475,False,False,0.7745773703358363,0.0001574141758359581,0.49609702758468843,0.9388816610131349,0.0008284956622945164,0.8584650300772874
87,-0.039163989540128404,0.7154974912464036,0.9270832228024526,0.0058314037,0.0058314037,0.1453918846711559,0.0056941262504807055,-0.0056941262504807055,False,False,0.717042479051716,0.4787741636739674,0.5386247993694537,0.9166047722730137,0.6195494321413888,0.8584650300772874
88,0.06442501683038204,0.5899932380769717,0.9270832228024526,0.0022414306,0.0022414306,0.22915296578613847,0.014763183677503932,0.014763183677503932,False,False,0.5053932961732708,7.606662737242524e-11,0.5927020775790015,0.8889142006480557,7.205172379706954e-09,0.8584650300772874
89,-0.03681151457290666,0.7155056459524791,0.9270832228024526,0.005569843,0.005569843,0.14538693493518662,0.005351913274076855,-0.005351913274076855,False,False,0.7180210080825462,0.6505878370731341,0.9888686856373436,0.9166047722730137,0.7838407675579929,0.9967176354203964
90,0.022056562847768243,0.803903645370229,0.9627588567308131,0.0074177664,0.0074177664,0.09479600198753155,0.0020908739755551528,0.0020908739755551528,False,False,0.8056586350056856,0.8893196699615,0.6567257480091249,0.9591174226258161,0.9460847552781916,0.8584650300772874
91,-0.0518768205877991,0.6497356911284247,0.9270832228024526,-0.0014606173,0.0014606173,0.18726327601685985,0.009714623372610141,-0.009714623372610141,False,False,0.6523870158321177,0.7538172394055833,0.5761237011309499,0.9166047722730137,0.8469856622534644,0.8584650300772874
92,-0.15553956191655796,0.219211858400106,0.6850370575003313,-0.038663376,0.038663376,0.6591359561254855,0.10252171785920958,-0.10252171785920958,False,False,0.2212695234754497,0.370626451120867,0.5615211290844211,0.6914672608607804,0.5112088980977476,0.8584650300772874
93,-0.2582487818717664,0.06373484834312021,0.30349927782438196,-0.00711742,0.00711742,1.1956230432559873,0.30876819449867304,-0.30876819449867304,False,False,0.051972763304593154,0.0015038727175953452,0.335061533239422,0.24173378281206118,0.005897540069001353,0.8584650300772874
94,0.009515427621308872,0.9291791499266828,0.9905035451358372,0.010345415,0.010345415,0.0319005440002811,0.0003035473175150538,0.0003035473175150538,False,False,0.9293835226878744,0.35323525946816814,0.45746763373527677,0.9900814233934792,0.49403532792750793,0.8584650300772874
95,-0.2777887808888843,0.03559363124110443,0.18253144226207402,-0.026984053,0.026984053,1.4486277032710164,0.4024125236535201,-0.4024125236535201,False,False,0.03626723277997564,0.9881469669611683,0.25173290534426573,0.18598580912808022,0.989257880071221,0.8584650300772874
96,0.09110032037405967,0.39615355192553936,0.8706671470890974,0.0043297145,0.0043297145,0.402136445821589,0.03663475904843244,0.03663475904843244,False,False,0.3935557217371336,0.10345366142234348,0.5303194031156966,0.8555559168198557,0.18149765161814646,0.8584650300772874
97,-0.2187007441580637,0.05554766614209054,0.2709642250833685,-0.031750537,0.031750537,1.2553341834000595,0.27454252007664826,-0.27454252007664826,False,False,0.04794449949086741,0.003983350748018685,0.8217113848630764,0.22830714043270195,0.012645557930218048,0.9203077015277891
98,0.04134246542118342,0.723124913785913,0.9270832228024526,0.01215718,0.01215718,0.14078667548264293,0.005820468262904537,0.005820468262904537,False,False,0.7121107161303529,0.0025171801198415056,0.4163348529537789,0.9166047722730137,0.009322889332746317,0.8584650300772874
99,0.04192748039707199,0.6877745002191399,0.9270832228024526,-0.0049654525,0.0049654525,0.16255393002521654,0.006815476714599278,0.006815476714599278,False,False,0.6817070874900842,0.016319659618549292,0.7699093122784667,0.9166047722730137,0.04238872628194621,0.8969149471631382
100,0.10901441312722263,0.37567864609099233,0.8578960412889909,-0.0046911607,0.0046911607,0.42518348992041105,0.04635112862505799,0.04635112862505799,False,False,0.3619916189879494,0.04341256269188936,0.060021502019041,0.8462091290656015,0.09236715466359438,0.8584650300772874
101,0.09588175172092248,0.47620394298375446,0.9050334807428563,0.0005842537,0.0005842537,0.32220701294416426,0.03089377281785241,0.03089377281785241,False,False,0.4556395448194017,0.02374088981536015,0.014237758178771532,0.8762298938834648,0.05935222453840037,0.8584650300772874
102,0.044386123742112565,0.6922064799555601,0.9270832228024526,0.00021857454,0.00021857454,0.15976433946002122,0.00709131974084938,0.00709131974084938,False,False,0.6889612973141546,0.05523621942443122,0.5189557681287097,0.9166047722730137,0.11158832206955802,0.8584650300772874
103,0.09526057669267067,0.3650614826314509,0.8578960412889909,0.0009638169,0.0009638169,0.4376339867245001,0.04168926595568846,0.04168926595568846,False,False,0.3681009711435367,0.7588854271779923,0.41273336438626473,0.8462091290656015,0.8479166784111647,0.8584650300772874
104,0.07624421346879046,0.5690728879937283,0.9270832228024526,0.012052651,0.012052651,0.24483210473642586,0.018667031257537315,0.018667031257537315,False,False,0.5476640204353309,0.00045425894273838706,0.736871482872723,0.914809376570128,0.002112832291806451,0.8877969673165337
