feature,is_true_up,is_true_down,log2FC,p_value,q_value,neglog10p,volcano_weight,metric_abs,metric_signed,avg_grad,grad_mag,mean_raw,std_raw,mean_norm,std_norm
10,True,False,0.5733622224840454,3.1292754476336345e-08,3.4769727195929274e-07,7.504556207348436,7.504556207348436,4.3028290258017385,4.3028290258017385,0.10384372,0.10384372,0.5664896,1.1764041,-1.4066696e-07,0.9999992
11,False,False,-0.21026046125911427,0.04897892265317777,0.23709631827829172,1.3099907719047672,1.3099907719047672,0.2754392639458795,-0.2754392639458795,-0.028080635,0.028080635,-0.07053351,0.97990155,1.013279e-08,0.99999905
12,False,False,-0.00027339342032420906,0.9981323359029319,0.9990031256567329,0.0008118746021453273,0.0008118746021453273,2.2196117435486748e-07,-2.2196117435486748e-07,-5.7132533e-05,5.7132533e-05,0.062235422,0.9665712,3.218651e-08,0.99999917
13,False,False,0.3628543850719631,0.009721504348151931,0.06075940217594957,2.0122665252435756,2.0122665252435756,0.7301597326181536,0.7301597326181536,0.029379422,0.029379422,-0.14093962,0.9176763,-2.4810433e-08,0.99999887
14,False,False,0.09807164423642742,0.3018675169789722,0.783315254522362,0.5201836175359497,0.5201836175359497,0.05101526267660348,0.05101526267660348,0.036559016,0.036559016,0.029528474,0.9267471,-2.6226044e-08,0.99999887
15,True,False,0.6239425842844198,2.9342280668283286e-08,3.4520330197980335e-07,7.532506133057282,7.532506133057282,4.699851342798003,4.699851342798003,0.08420346,0.08420346,0.5134315,1.1755255,-1.07288365e-08,0.99999917
16,False,False,-0.03183217359186696,0.734558038556475,0.9239723755427357,0.13397388424538836,0.13397388424538836,0.004264679940075892,-0.004264679940075892,-0.013080874,0.013080874,0.043891247,0.89690995,1.2516975e-08,0.99999887
17,False,False,0.06632894950662369,0.635124797752096,0.9163002607368902,0.19714093037751515,0.19714093037751515,0.013076150816699017,0.013076150816699017,0.01862891,0.01862891,-0.09629216,1.0606184,-2.4884939e-08,0.9999989
18,True,False,0.6456194059288496,1.2238447917547355e-08,1.8828381411611316e-07,7.91227365601277,7.91227365601277,5.108317417341452,5.108317417341452,0.16266085,0.16266085,0.62669593,1.1903383,7.271767e-08,0.99999934
19,False,False,0.09815702786554623,0.36557764567002593,0.844484711556078,0.4370203683511483,0.4370203683511483,0.042896620474054944,0.042896620474054944,-0.0025004924,0.0025004924,-0.07684672,0.99841136,9.536743e-09,0.9999989
20,False,False,0.18823145242390768,0.14015082202479193,0.5390416231722767,0.8534043506344539,0.8534043506344539,0.16063754042480502,0.16063754042480502,0.02713307,0.02713307,0.13222203,1.0423374,-2.2053719e-08,0.9999991
21,False,False,0.06489271980847541,0.5705422540960973,0.9163002607368902,0.24371218640574355,0.24371218640574355,0.015815146626338848,0.015815146626338848,-0.0001867476,0.0001867476,-0.13321042,0.83962125,5.3644182e-09,0.9999985
22,False,False,-0.014410238009218096,0.8989944935734991,0.9899961316524615,0.046242968353498844,0.046242968353498844,0.0006663721802266586,-0.0006663721802266586,-0.031387445,0.031387445,-0.014096346,0.9603491,-4.7683715e-09,0.9999989
23,False,False,0.017071354182469082,0.9078670819017296,0.9899961316524615,0.04197773057818085,0.04197773057818085,0.0007166167064763879,0.0007166167064763879,0.0034533981,0.0034533981,-0.0317611,1.0899187,-2.5629998e-08,0.9999991
24,False,False,0.3810401031411295,0.009036538376822365,0.058300247592402356,2.043997902683288,2.043997902683288,0.7788451716586925,0.7788451716586925,0.007653717,0.007653717,-0.016452566,1.0291672,-4.8279762e-08,0.99999905
25,False,False,0.04432224298367771,0.6789210756996498,0.9163002607368902,0.1681807093430051,0.1681807093430051,0.007454146264667948,0.007454146264667948,0.03684935,0.03684935,0.106783286,1.0604095,1.013279e-08,0.999999
26,False,True,-0.5874247668941612,2.89185419119615e-07,2.514655818431435e-06,6.538823608180865,6.538823608180865,3.841066933797683,-3.841066933797683,-0.14089474,0.14089474,-0.5864265,1.1372609,1.07288365e-08,0.99999917
27,False,False,0.3073367396115445,0.02165381374153037,0.12029896523072428,1.6644656031887632,1.6644656031887632,0.5115514316795973,0.5115514316795973,0.011740251,0.011740251,-0.20379576,0.96395284,3.4719704e-08,0.99999905
28,False,True,-0.48289367448414006,2.2651316955775384e-06,1.8121053564620307e-05,5.644906542878556,5.644906542878556,2.72588966261019,-2.72588966261019,-0.087838024,0.087838024,-0.49394828,1.0459973,-1.3709068e-07,0.99999905
29,False,False,0.006851543613357852,0.9405857042962796,0.9899961316524615,0.0266016262622989,0.0266016262622989,0.00018226220252238654,0.00018226220252238654,0.0070696664,0.0070696664,0.090778455,0.8884246,9.536743e-09,0.99999887
30,False,False,-0.1962027059498421,0.23934177554674788,0.7252781077174177,0.6209814914994861,0.6209814914994861,0.12183824897696804,-0.12183824897696804,-0.01363427,0.01363427,0.008400603,0.97399795,1.1920929e-09,0.9999991
31,False,False,-0.12657945843155669,0.2844453865463216,0.7793024288940318,0.5460011057131309,0.5460011057131309,0.06911252426419924,-0.06911252426419924,-0.0037490895,0.0037490895,0.06572987,1.0603061,-1.013279e-08,0.9999991
32,True,False,0.638129785586661,2.0198225390344805e-07,1.836202308213164e-06,6.6946867858522205,6.6946867858522205,4.27207904322573,4.27207904322573,0.09935312,0.09935312,0.45324203,1.1302593,-1.3187528e-07,0.99999917
33,False,False,-0.05454700644075463,0.6275072678123925,0.9163002607368902,0.20238123980303754,0.20238123980303754,0.011039290791024196,-0.011039290791024196,-0.018450756,0.018450756,0.023818478,0.91679764,2.2649765e-08,0.9999987
34,True,False,0.700276611220926,3.6528515411429477e-10,8.11744786920655e-09,9.437367977985888,9.437367977985888,6.60876806646884,6.60876806646884,0.21767399,0.21767399,0.5798971,1.0911126,2.4437904e-08,0.9999993
35,False,False,-0.0012097602391863054,0.9919530543576947,0.9990031256567329,0.0035088809867957634,0.0035088809867957634,4.244904701862322e-06,-4.244904701862322e-06,0.0054199724,0.0054199724,-0.03838851,1.0763402,-1.5739352e-09,0.99999905
36,False,True,-0.8819622150776573,3.205820792853172e-12,3.205820792853172e-10,11.494060758603919,11.494060758603919,10.13732728689549,-10.13732728689549,-0.22977121,0.22977121,-0.6139012,1.129372,9.298324e-08,0.9999993
37,False,False,-0.0745713504726979,0.449929963435447,0.8840201977284382,0.3468550836929351,0.3468550836929351,0.025865452009302826,-0.025865452009302826,-0.017123878,0.017123878,-0.04881648,1.035792,-1.37090685e-08,0.99999917
38,False,False,0.10796262834681719,0.33838569460329204,0.8193130535251654,0.47058800522572464,0.47058800522572464,0.05080591791265498,0.05080591791265498,0.018146379,0.018146379,-0.057099424,0.9849286,7.152557e-09,0.9999989
39,False,False,-0.06572340199397429,0.6163501201276063,0.9163002607368902,0.2101725150377627,0.2101725150377627,0.013813252693911485,-0.013813252693911485,0.0009161399,0.0009161399,-0.00769689,1.0057435,-1.5497207e-08,0.9999989
40,False,False,-0.09387755219959652,0.34001491721294363,0.8193130535251654,0.4685020290720025,0.4685020290720025,0.043981823689823805,-0.043981823689823805,0.006160379,0.006160379,0.045837943,1.0937961,1.1920929e-08,0.99999917
41,False,False,0.038554256435152666,0.7095042520333092,0.9163002607368902,0.14904499748759295,0.14904499748759295,0.005746319053513344,0.005746319053513344,0.0035342895,0.0035342895,-0.12487118,1.0592624,-4.3511392e-08,0.99999917
42,False,False,-0.15255437671683816,0.16496806862278068,0.5541976909863757,0.782600110107029,0.782600110107029,0.11938907201590673,-0.11938907201590673,-0.02098492,0.02098492,-0.08676842,1.1106427,-2.0861625e-08,0.99999917
43,False,False,0.01063081097750226,0.933283515871618,0.9899961316524615,0.029986404834033805,0.029986404834033805,0.0003187798016854734,0.0003187798016854734,0.028340831,0.028340831,-0.15451895,0.9316909,-2.9802322e-08,0.9999989
44,False,False,0.08862848418904319,0.42142643881263764,0.8840201977284382,0.3752782217648154,0.3752782217648154,0.03326033994417519,0.03326033994417519,-0.003692518,0.003692518,-0.1265776,0.9717193,-2.503395e-08,0.99999887
45,False,False,-0.20640746310897018,0.08758662228629352,0.3808114012447544,1.0575622215820486,1.0575622215820486,0.21828873523663725,-0.21828873523663725,-0.00060091226,0.00060091226,-0.016651107,1.069997,7.152557e-09,0.99999905
46,False,False,0.1253510422075933,0.12378875660121699,0.4951550264048679,0.9073187993207069,0.9073187993207069,0.11373335710939281,0.11373335710939281,-0.0082621835,0.0082621835,0.033867594,0.99945885,2.324581e-08,0.9999989
47,False,False,0.13913637713366508,0.31971251897558806,0.7894136271002175,0.495240357736542,0.495240357736542,0.06890594918584272,0.06890594918584272,0.00967571,0.00967571,0.044629388,0.98740035,3.9339067e-08,0.9999989
48,False,False,-0.1071074932001856,0.38748516522107246,0.8576222676849309,0.41174491970207044,0.41174491970207044,0.044100966187200476,-0.044100966187200476,-0.003032095,0.003032095,0.019100424,0.9563939,-3.33786e-08,0.99999905
49,False,False,0.04449918490982521,0.6984184532842781,0.9163002607368902,0.1558842944261109,0.1558842944261109,0.006936724042205145,0.006936724042205145,0.016735777,0.016735777,-0.0057597505,1.096495,-1.9669534e-08,0.99999905
50,False,False,-0.02320189578793773,0.8444399755524972,0.987649094213447,0.07343121549830142,0.07343121549830142,0.0017037434095731874,-0.0017037434095731874,0.007890909,0.007890909,0.18320145,0.92311406,-5.9604643e-10,0.99999905
51,True,False,0.34908495239701576,6.680939793250669e-05,0.00046075446850004617,4.175162441968321,4.175162441968321,1.4574863823043194,1.4574863823043194,0.12491284,0.12491284,0.37430972,1.0485237,8.195639e-08,0.999999
52,False,False,-0.038055337949570306,0.6467832472064016,0.9163002607368902,0.18924123759068484,0.18924123759068484,0.00720163925050844,-0.00720163925050844,9.129176e-06,9.129176e-06,0.17802668,0.9208217,1.654029e-08,0.9999987
53,False,True,-0.5410255693340525,4.585891529588909e-09,7.643152549314847e-08,8.33857622188216,8.33857622188216,4.511382947879189,-4.511382947879189,-0.2313874,0.2313874,-0.73107165,1.0863165,2.3841857e-09,0.99999917
54,False,False,-0.30752267321223986,0.012422000070981709,0.07528484891504066,1.9058084726088254,1.9058084726088254,0.5860793161272018,-0.5860793161272018,-0.021294678,0.021294678,-0.10543289,1.012475,-1.2814999e-08,0.99999887
55,False,True,-0.5903511736424607,3.7563689117684443e-07,3.1303074264737036e-06,6.425231762391633,6.425231762391633,3.7931431118527166,-3.7931431118527166,-0.081563786,0.081563786,-0.68445617,1.2055212,1.4781952e-07,0.9999992
56,False,False,0.06336597204856916,0.5824955716607297,0.9163002607368902,0.23470737195107558,0.23470737195107558,0.014872460770644979,0.014872460770644979,-0.0002261017,0.0002261017,-0.021038482,1.0563457,3.5762786e-09,0.9999989
57,False,False,0.19196341204337947,0.05064611665325274,0.23709631827829172,1.295453849034594,1.295453849034594,0.24867974100540965,0.24867974100540965,0.0030395705,0.0030395705,-0.018765448,0.95068276,1.9371509e-08,0.9999989
58,False,False,0.10443714436986681,0.24752434470252507,0.7361750259195547,0.6063820805687049,0.6063820805687049,0.06332881289165404,0.06332881289165404,0.0012612486,0.0012612486,-0.10284954,0.9716761,-6.9141386e-08,0.99999887
59,False,False,0.0988198329704435,0.30824909075432627,0.783315254522362,0.5110981957734674,0.5110981957734674,0.05050663833782908,0.05050663833782908,0.0037832072,0.0037832072,0.02910432,1.049241,1.3113022e-08,0.9999989
60,False,False,-0.005633878330047438,0.9602962477028877,0.9899961316524615,0.017594768111227746,0.017594768111227746,9.91267827840557e-05,-9.91267827840557e-05,-0.0021301203,0.0021301203,-0.07100855,1.0000957,1.4305114e-08,0.9999992
61,False,False,-0.09439646208286434,0.4297102423114244,0.8840201977284382,0.3668242946141627,0.3668242946141627,0.03462691561761927,-0.03462691561761927,-0.0116272485,0.0116272485,-0.064409755,0.98252434,-8.046627e-09,0.9999988
62,True,False,0.727280413585488,1.8005628116187542e-08,2.5722325880267916e-07,7.744591723910237,7.744591723910237,5.632489872016185,5.632489872016185,0.1172328,0.1172328,0.5161177,1.1230187,-8.642674e-08,0.9999994
63,False,False,-0.06565034478459078,0.6038011720898293,0.9163002607368902,0.21910604826613223,0.21910604826613223,0.014384387613060769,-0.014384387613060769,-2.6256843e-05,2.6256843e-05,-0.040468324,0.92570126,-1.4901161e-08,0.9999989
64,False,False,-0.05769523754603416,0.654216621654019,0.9163002607368902,0.1842784259693416,0.1842784259693416,0.010631987560910433,-0.010631987560910433,0.003183767,0.003183767,0.2523166,0.97150505,5.3495167e-08,0.99999905
65,True,False,0.788978972474049,7.991532970446762e-13,1.5983065940893525e-10,12.097369904447294,12.097369904447294,9.54457047684931,9.54457047684931,0.22722566,0.22722566,0.52166116,1.1561223,-3.230758e-08,0.99999917
66,True,False,0.864352815539611,3.105465725592465e-10,7.763664313981162e-09,9.507873259613795,9.507873259613795,8.218157021740963,8.218157021740963,0.1659255,0.1659255,0.5895331,1.0208896,-7.048249e-08,0.9999993
67,False,False,-0.08121537479735508,0.44026026806095697,0.8840201977284382,0.3562905063198885,0.3562905063198885,0.028936267007509155,-0.028936267007509155,0.007982968,0.007982968,-0.11683664,1.0435438,5.9604646e-09,0.9999991
68,False,False,-0.14515325192917802,0.16101678377993453,0.5541976909863757,0.7931288523960783,0.7931288523960783,0.11512523212414781,-0.11512523212414781,-0.008867824,0.008867824,-0.13893276,1.0273427,2.4959444e-08,0.99999917
69,False,False,0.1630996183785332,0.1550450240279063,0.5541976909863757,0.8095421673299111,0.8095421673299111,0.13203601855283917,0.13203601855283917,0.009130968,0.009130968,0.11923283,0.9901181,5.9604646e-09,0.99999917
70,True,False,0.5848299467477621,7.547220953316368e-08,7.547220953316369e-07,7.122212935366838,7.122212935366838,4.1652834117168105,4.1652834117168105,0.1409616,0.1409616,0.6180366,1.0164646,-5.9604646e-09,0.99999917
71,False,False,0.11411451790173102,0.19829836985873045,0.6396721608346143,0.7026808559624635,0.7026808559624635,0.08018608711693223,0.08018608711693223,0.015318055,0.015318055,0.12016085,1.0126415,-7.450581e-09,0.9999989
72,False,False,-0.03063642279759936,0.7705426126411854,0.9369339416376061,0.11320333887522555,0.11320333887522555,0.003468145351881326,-0.003468145351881326,-0.0029564688,0.0029564688,-0.11889185,0.98757136,-1.4305114e-08,0.999999
73,False,False,0.0035906338233311144,0.9808863774475713,0.9958237334493111,0.00838129690694796,0.00838129690694796,3.0094168157467795e-05,3.0094168157467795e-05,0.006096585,0.006096585,-0.009493029,1.0651834,2.0861625e-08,0.99999917
74,False,False,-0.06261408598144715,0.5066385592096494,0.8888395775607885,0.29530176003558634,0.29530176003558634,0.018490049793340877,-0.018490049793340877,-0.025825797,0.025825797,0.002262971,0.82783043,5.885959e-09,0.99999875
75,False,False,-0.0336584807578787,0.8048845220070917,0.9581958595322521,0.09426642404527638,0.09426642404527638,0.003172864619841969,-0.003172864619841969,0.012587904,0.012587904,0.17551157,0.92846096,-9.536743e-09,0.9999989
76,False,False,-0.05169528977479214,0.6256169215736349,0.9163002607368902,0.20369151307054317,0.20369151307054317,0.01052989179284759,-0.01052989179284759,0.0005085796,0.0005085796,-0.054612074,0.9535427,-2.3841857e-09,0.99999887
77,False,False,-0.11481528650163686,0.3803816487203009,0.8547902218433727,0.41978044350054533,0.41978044350054533,0.0481972118882993,-0.0481972118882993,0.016096802,0.016096802,-0.20731835,0.9425818,0.0,0.99999887
78,True,False,0.5576899872901856,1.2492675635736853e-07,1.1897786319749384e-06,6.903344536054266,6.903344536054266,3.8499261265718756,3.8499261265718756,0.16746128,0.16746128,0.6995692,1.1487265,-4.887581e-08,0.9999989
79,False,False,0.20895662981889376,0.14926604752668662,0.5541976909863757,0.8260389668810806,0.8260389668810806,0.1726063186185514,0.1726063186185514,0.009748939,0.009748939,-0.08292328,1.1467421,-1.899898e-08,0.9999993
80,False,False,-0.03421420880537136,0.7484860145322781,0.9270894265231421,0.12581631004130653,0.12581631004130653,0.004304705502874603,-0.004304705502874603,0.0042191804,0.0042191804,0.02143998,0.99382484,-2.026558e-08,0.9999989
81,False,False,-0.0989601164068322,0.39834660570048863,0.865970881957584,0.39973887909293687,0.39973887909293687,0.039558206007373656,-0.039558206007373656,-0.01677471,0.01677471,-0.22437939,1.1288122,3.926456e-08,0.9999989
82,False,False,-0.003340352793938297,0.9688142416056705,0.9936556324160724,0.013759485672915303,0.013759485672915303,4.59615364106766e-05,-4.59615364106766e-05,-0.004800795,0.004800795,0.110281736,1.0334843,1.2516975e-08,0.99999917
83,False,True,-0.5680987576666217,7.03545765157064e-08,7.405744896390147e-07,7.152707646759844,7.152707646759844,4.063444328076812,-4.063444328076812,-0.097877085,0.097877085,-0.56301457,1.1530539,-4.7683717e-08,0.99999917
84,False,False,-0.05789243385105912,0.5985445037822279,0.9163002607368902,0.2229035528123135,0.2229035528123135,0.012904429186352923,-0.012904429186352923,0.0006297039,0.0006297039,0.030748572,1.1062802,0.0,0.9999992
85,False,False,0.048987825458271565,0.5505311695819626,0.9163002607368902,0.2592180874202321,0.2592180874202321,0.012698530422169311,0.012698530422169311,-0.012282206,0.012282206,0.060040988,0.8600466,-3.7252903e-09,0.99999887
86,False,False,-0.03017970345403493,0.772970501851025,0.9369339416376061,0.11183707933881346,0.11183707933881346,0.003375209889610767,-0.003375209889610767,-0.010084149,0.010084149,0.043226622,0.9809341,-1.4156103e-08,0.99999887
87,False,False,-0.03982661880306099,0.7166586251990674,0.9163002607368902,0.1446876678988453,0.1446876678988453,0.005762420594911196,-0.005762420594911196,-0.00049811375,0.00049811375,0.056157567,0.9224772,-8.34465e-09,0.9999987
88,False,False,0.08283421748178274,0.5025909095868456,0.8888395775607885,0.29878537080109135,0.29878537080109135,0.0247496523853127,0.0247496523853127,0.003628105,0.003628105,-0.022891019,0.96249044,-8.34465e-09,0.99999887
89,False,False,-0.03852295959581583,0.7192957046784588,0.9163002607368902,0.14309253310949197,0.14309253310949197,0.005512347871439898,-0.005512347871439898,-0.013565618,0.013565618,-0.062411547,0.8783206,-1.66893e-08,0.9999989
90,False,False,0.0216126758250838,0.8045232165823513,0.9581958595322521,0.09446141870215564,0.09446141870215564,0.002041564020387198,0.002041564020387198,0.017644037,0.017644037,-0.14848231,0.922168,2.5629998e-08,0.9999988
91,False,False,-0.05240042328920069,0.6495759653287078,0.9163002607368902,0.18737005260650919,0.18737005260650919,0.009818270068300883,-0.009818270068300883,-0.0030567131,0.0030567131,-0.07234334,0.88510615,1.37090685e-08,0.9999988
92,False,False,-0.16654715812868898,0.21818005317968997,0.6818126661865311,0.6611849567264684,0.6611849567264684,0.1101184755402335,-0.1101184755402335,-0.017838195,0.017838195,0.11313806,0.9885911,3.8743018e-08,0.99999905
93,False,False,-0.2895513192117461,0.05097570842983272,0.23709631827829172,1.292636729943559,1.292636729943559,0.3742846704167151,-0.3742846704167151,-0.0055040647,0.0055040647,0.051739696,0.98318213,8.9406965e-10,0.99999905
94,False,False,0.009835969557960919,0.9288621330010542,0.9899961316524615,0.03204874167927934,0.03204874167927934,0.0003152304475283449,0.0003152304475283449,0.002701055,0.002701055,0.22101432,0.98764694,-1.1920929e-09,0.99999905
95,False,False,-0.286831489793104,0.03606064549102037,0.18492638713343781,1.442966503606982,1.442966503606982,0.41388823195113705,-0.41388823195113705,-0.034772612,0.034772612,0.0029224837,0.9929356,-1.3113022e-08,0.9999991
96,False,False,0.09514728076522898,0.39021813179664355,0.8576222676849309,0.4086925546332535,0.4086925546332535,0.038885985242348854,0.038885985242348854,0.014550593,0.014550593,0.0056965444,1.0959918,2.3841857e-09,0.99999917
97,False,False,-0.1939336339452118,0.04594745878639198,0.2297372939319599,1.3377385031149989,1.3377385031149989,0.25943248917751977,-0.25943248917751977,0.0085369935,0.0085369935,0.14594153,0.9299175,6.645918e-08,0.9999988
98,False,False,0.04850258544499306,0.710969646433824,0.9163002607368902,0.14814894029370967,0.14814894029370967,0.007185606635180829,0.007185606635180829,0.0020943643,0.0020943643,0.15666513,1.0183567,3.0994414e-08,0.99999905
99,False,False,0.04778371069890446,0.6803841438784096,0.9163002607368902,0.16724581602706273,0.16724581602706273,0.007991625688639365,0.007991625688639365,0.0090507725,0.0090507725,-0.13184997,1.0057534,2.7418137e-08,0.9999989
100,False,False,0.1234234101476897,0.3673508495268939,0.844484711556078,0.4349189514792871,0.4349189514792871,0.05367918012943121,0.05367918012943121,-0.0062374235,0.0062374235,-0.100346476,0.8381257,-3.5762786e-09,0.99999905
101,False,False,0.08777171594595351,0.4651749147986638,0.8871558442831401,0.33238371324337274,0.33238371324337274,0.029173888863858577,0.029173888863858577,0.021475151,0.021475151,-0.06863776,0.9365632,5.9604643e-10,0.99999905
102,False,False,0.042294228084437904,0.6872148309226015,0.9163002607368902,0.16290747647840792,0.16290747647840792,0.006890045966837987,0.006890045966837987,-0.00052139634,0.00052139634,-0.0572569,0.996296,-1.1920929e-09,0.99999905
103,False,False,0.09198298608739483,0.3659204453294117,0.844484711556078,0.43661332419560056,0.43661332419560056,0.04016099732505513,0.04016099732505513,0.028531069,0.028531069,0.024510734,1.1439402,-1.579523e-08,0.9999989
104,False,False,0.06563752466141289,0.5439109892655638,0.9163002607368902,0.2644721665402596,0.2644721665402596,0.017359298353543585,0.017359298353543585,0.0025362493,0.0025362493,0.039793096,0.9970154,-1.2814999e-08,0.9999991
105,False,False,0.06529087129533763,0.5212812530339638,0.8910790650153227,0.2829278934315101,0.2829278934315101,0.018472608675897725,0.018472608675897725,-0.0040745507,0.0040745507,0.010109687,0.89604735,-3.5762786e-09,0.99999905
106,False,False,0.05230248214430373,0.6525804041404072,0.9163002607368902,0.1853659714636571,0.1853659714636571,0.009695100412639442,0.009695100412639442,0.025030347,0.025030347,0.16308492,1.0052103,0.0,0.99999905
107,False,False,0.03370501003223526,0.7509424354837451,0.9270894265231421,0.12439335315554022,0.12439335315554022,0.004192679216050866,0.004192679216050866,-0.0053997473,0.0053997473,-0.028645981,0.97079897,3.7252902e-11,0.999999
108,False,False,-0.11676822247432181,0.3671020596266382,0.844484711556078,0.435213178879357,0.435213178879357,0.05081906929514157,-0.05081906929514157,-0.0059373933,0.0059373933,0.04957461,0.9684463,-7.4505804e-11,0.9999988
109,False,False,0.05327871323151134,0.6313698034689837,0.9163002607368902,0.19971619295440354,0.19971619295440354,0.010640621772106852,0.010640621772106852,0.014625812,0.014625812,0.05253453,0.95477617,2.3841858e-08,0.99999917
110,False,False,0.12524203313583251,0.2900092305908272,0.783315254522362,0.5375881788911712,0.5375881788911712,0.06732863651411991,0.06732863651411991,0.0044374545,0.0044374545,0.050438523,0.9439242,-2.9802322e-10,0.9999989
111,False,False,-0.30603457449532556,0.013182216987625972,0.07754245286838807,1.8800115438752574,1.8800115438752574,0.5753485328761645,-0.5753485328761645,-0.035613462,0.035613462,-0.049795367,1.0320185,-1.6838312e-08,0.99999917
112,False,False,-0.1765393752659722,0.0696098691335087,0.30937719614892756,1.1573291827116792,1.1573291827116792,0.20431417089299803,-0.20431417089299803,-0.032573357,0.032573357,0.0032243358,0.98424196,1.3113022e-08,0.99999905
113,False,False,0.05201104105072717,0.6723068783326548,0.9163002607368902,0.17243244548090692,0.17243244548090692,0.008968391000384724,0.008968391000384724,0.0021089653,0.0021089653,0.16146709,0.9735873,-2.2649765e-08,0.999999
114,False,False,0.18831143013465326,0.13257211483267145,0.5198906464026332,0.8775478156586527,0.8775478156586527,0.16525228417822196,0.16525228417822196,-0.013079796,0.013079796,0.09438141,1.0529773,-8.281786e-09,0.99999917
115,False,False,-0.14783934387186326,0.2583434172009914,0.7488214991333084,0.5878026001516379,0.5878026001516379,0.08690035073259333,-0.08690035073259333,-0.035734855,0.035734855,0.020626426,0.8892238,-2.9802323e-09,0.99999887
116,False,False,-0.013492293273855666,0.9124362302033763,0.9899961316524615,0.03979747847538341,0.03979747847538341,0.0005369592511498312,-0.0005369592511498312,0.0012268489,0.0012268489,-0.11952672,0.99491215,-1.1473894e-08,0.9999991
117,False,False,0.07103372334126737,0.5203337946154564,0.8910790650153227,0.2837179666498295,0.2837179666498295,0.02015354354995091,0.02015354354995091,-0.0031004578,0.0031004578,0.05761692,1.0168649,-1.2516975e-08,0.9999989
118,False,False,0.037598149562767656,0.6512470717346162,0.9163002607368902,0.18625421644843732,0.18625421644843732,0.007002813886724446,0.007002813886724446,-0.007816636,0.007816636,0.07996461,0.9248306,-1.9073486e-08,0.999999
119,False,False,-0.07195879682924572,0.4818054402618147,0.8888395775607885,0.3171283005137916,0.3171283005137916,0.02282017094547591,-0.02282017094547591,0.0027626264,0.0027626264,-0.07363429,0.92268646,-1.5199184e-08,0.99999875
120,False,False,0.05443447508079715,0.6309911514056143,0.9163002607368902,0.19997673096610222,0.19997673096610222,0.010885628378513567,0.010885628378513567,-0.013054838,0.013054838,0.0770586,1.0153146,1.9073486e-08,0.99999887
121,False,False,-0.16080505087294145,0.26513416250441774,0.7575261785840507,0.5765343098705681,0.5765343098705681,0.09270962902873289,-0.09270962902873289,-0.013754798,0.013754798,-0.0093622105,1.1169349,-4.7683715e-09,0.9999991
122,False,False,-0.02821763508586892,0.748170291683965,0.9270894265231421,0.125999540743369,0.125999540743369,0.00355540906168346,-0.00355540906168346,-0.014660052,0.014660052,-0.081704475,0.99137276,2.2649765e-08,0.99999887
123,False,False,-0.1153981412434859,0.30940952553633294,0.783315254522362,0.5094663201641677,0.5094663201641677,0.05879146637310363,-0.05879146637310363,-0.013864369,0.013864369,-0.2656574,0.9188311,3.7550926e-08,0.9999989
