feature,log2FC,p_value,q_value,grad_avg,grad_mag,hit
22,-0.014410238009218096,0.8989944935734991,0.9899961316524615,0.052920494,0.052920494,False
23,0.017071354182469082,0.9078670819017296,0.9899961316524615,-0.007308886,0.007308886,False
24,0.3810401031411295,0.009036538376822365,0.058300247592402356,0.036419116,0.036419116,False
25,0.04432224298367771,0.6789210756996498,0.9163002607368902,0.034976304,0.034976304,False
26,-0.5874247668941612,2.89185419119615e-07,2.514655818431435e-06,-0.24298817,0.24298817,False
27,0.3073367396115445,0.02165381374153037,0.12029896523072428,-0.002581208,0.002581208,False
28,-0.48289367448414006,2.2651316955775384e-06,1.8121053564620307e-05,-0.046309605,0.046309605,False
29,0.006851543613357852,0.9405857042962796,0.9899961316524615,-0.00477529,0.00477529,False
30,-0.1962027059498421,0.23934177554674788,0.7252781077174177,-0.04553534,0.04553534,False
31,-0.12657945843155669,0.2844453865463216,0.7793024288940318,-0.0084089935,0.0084089935,False
32,0.638129785586661,2.0198225390344805e-07,1.836202308213164e-06,0.10327936,0.10327936,False
33,-0.05454700644075463,0.6275072678123925,0.9163002607368902,-0.0061883973,0.0061883973,False
34,0.700276611220926,3.6528515411429477e-10,8.11744786920655e-09,0.114576645,0.114576645,False
35,-0.0012097602391863054,0.9919530543576947,0.9990031256567329,-0.0010963174,0.0010963174,False
36,-0.8819622150776573,3.205820792853172e-12,3.205820792853172e-10,-0.10433858,0.10433858,True
37,-0.0745713504726979,0.449929963435447,0.8840201977284382,-0.0026355204,0.0026355204,False
38,0.10796262834681719,0.33838569460329204,0.8193130535251654,-0.0031982427,0.0031982427,False
39,-0.06572340199397429,0.6163501201276063,0.9163002607368902,-0.0019068244,0.0019068244,False
40,-0.09387755219959652,0.34001491721294363,0.8193130535251654,0.010470545,0.010470545,False
41,0.038554256435152666,0.7095042520333092,0.9163002607368902,-0.005033221,0.005033221,False
42,-0.15255437671683816,0.16496806862278068,0.5541976909863757,-0.033179536,0.033179536,False
43,0.01063081097750226,0.933283515871618,0.9899961316524615,0.012330652,0.012330652,False
44,0.08862848418904319,0.42142643881263764,0.8840201977284382,0.011380456,0.011380456,False
45,-0.20640746310897018,0.08758662228629352,0.3808114012447544,-0.006284054,0.006284054,False
46,0.1253510422075933,0.12378875660121699,0.4951550264048679,0.011247695,0.011247695,False
47,0.13913637713366508,0.31971251897558806,0.7894136271002175,-0.00737216,0.00737216,False
48,-0.1071074932001856,0.38748516522107246,0.8576222676849309,0.0016326484,0.0016326484,False
49,0.04449918490982521,0.6984184532842781,0.9163002607368902,0.020531805,0.020531805,False
50,-0.02320189578793773,0.8444399755524972,0.987649094213447,0.016224101,0.016224101,False
51,0.34908495239701576,6.680939793250669e-05,0.00046075446850004617,0.07550337,0.07550337,False
52,-0.038055337949570306,0.6467832472064016,0.9163002607368902,0.0006897253,0.0006897253,False
53,-0.5410255693340525,4.585891529588909e-09,7.643152549314847e-08,-0.2739218,0.2739218,False
54,-0.30752267321223986,0.012422000070981709,0.07528484891504066,-0.036960695,0.036960695,False
55,-0.5903511736424607,3.7563689117684443e-07,3.1303074264737036e-06,-0.090524584,0.090524584,False
56,0.06336597204856916,0.5824955716607297,0.9163002607368902,-0.0024203458,0.0024203458,False
57,0.19196341204337947,0.05064611665325274,0.23709631827829172,0.0016630621,0.0016630621,False
58,0.10443714436986681,0.24752434470252507,0.7361750259195547,0.052873947,0.052873947,False
59,0.0988198329704435,0.30824909075432627,0.783315254522362,0.023136793,0.023136793,False
60,-0.005633878330047438,0.9602962477028877,0.9899961316524615,-0.0072626253,0.0072626253,False
61,-0.09439646208286434,0.4297102423114244,0.8840201977284382,-0.0064978763,0.0064978763,False
62,0.727280413585488,1.8005628116187542e-08,2.5722325880267916e-07,0.117682785,0.117682785,False
63,-0.06565034478459078,0.6038011720898293,0.9163002607368902,-0.00221122,0.00221122,False
64,-0.05769523754603416,0.654216621654019,0.9163002607368902,0.005565412,0.005565412,False
65,0.788978972474049,7.991532970446762e-13,1.5983065940893525e-10,0.19987206,0.19987206,False
66,0.864352815539611,3.105465725592465e-10,7.763664313981162e-09,0.24620718,0.24620718,True
67,-0.08121537479735508,0.44026026806095697,0.8840201977284382,0.006801229,0.006801229,False
68,-0.14515325192917802,0.16101678377993453,0.5541976909863757,0.011697177,0.011697177,False
69,0.1630996183785332,0.1550450240279063,0.5541976909863757,0.034869436,0.034869436,False
70,0.5848299467477621,7.547220953316368e-08,7.547220953316369e-07,0.10475514,0.10475514,False
71,0.11411451790173102,0.19829836985873045,0.6396721608346143,0.0062144552,0.0062144552,False
72,-0.03063642279759936,0.7705426126411854,0.9369339416376061,-0.0010025344,0.0010025344,False
73,0.0035906338233311144,0.9808863774475713,0.9958237334493111,0.020228414,0.020228414,False
74,-0.06261408598144715,0.5066385592096494,0.8888395775607885,-0.0068146186,0.0068146186,False
75,-0.0336584807578787,0.8048845220070917,0.9581958595322521,0.034656763,0.034656763,False
76,-0.05169528977479214,0.6256169215736349,0.9163002607368902,-0.010662209,0.010662209,False
77,-0.11481528650163686,0.3803816487203009,0.8547902218433727,-0.006070199,0.006070199,False
78,0.5576899872901856,1.2492675635736853e-07,1.1897786319749384e-06,0.084269345,0.084269345,False
79,0.20895662981889376,0.14926604752668662,0.5541976909863757,0.0066872924,0.0066872924,False
80,-0.03421420880537136,0.7484860145322781,0.9270894265231421,-0.0078239115,0.0078239115,False
81,-0.0989601164068322,0.39834660570048863,0.865970881957584,0.00063696265,0.00063696265,False
82,-0.003340352793938297,0.9688142416056705,0.9936556324160724,-0.021370118,0.021370118,False
83,-0.5680987576666217,7.03545765157064e-08,7.405744896390147e-07,-0.079094194,0.079094194,False
84,-0.05789243385105912,0.5985445037822279,0.9163002607368902,-0.012666748,0.012666748,False
85,0.048987825458271565,0.5505311695819626,0.9163002607368902,0.01002231,0.01002231,False
86,-0.03017970345403493,0.772970501851025,0.9369339416376061,-0.0022012966,0.0022012966,False
87,-0.03982661880306099,0.7166586251990674,0.9163002607368902,-0.011225072,0.011225072,False
88,0.08283421748178274,0.5025909095868456,0.8888395775607885,0.004988162,0.004988162,False
89,-0.03852295959581583,0.7192957046784588,0.9163002607368902,-0.027852597,0.027852597,False
90,0.0216126758250838,0.8045232165823513,0.9581958595322521,0.0409482,0.0409482,False
91,-0.05240042328920069,0.6495759653287078,0.9163002607368902,0.00042376775,0.00042376775,False
92,-0.16654715812868898,0.21818005317968997,0.6818126661865311,-0.0106399795,0.0106399795,False
93,-0.2895513192117461,0.05097570842983272,0.23709631827829172,0.015603891,0.015603891,False
94,0.009835969557960919,0.9288621330010542,0.9899961316524615,-0.011950932,0.011950932,False
95,-0.286831489793104,0.03606064549102037,0.18492638713343781,-0.10634647,0.10634647,False
96,0.09514728076522898,0.39021813179664355,0.8576222676849309,0.012043578,0.012043578,False
97,-0.1939336339452118,0.04594745878639198,0.2297372939319599,-0.01327124,0.01327124,False
98,0.04850258544499306,0.710969646433824,0.9163002607368902,0.030867618,0.030867618,False
99,0.04778371069890446,0.6803841438784096,0.9163002607368902,0.013994604,0.013994604,False
100,0.1234234101476897,0.3673508495268939,0.844484711556078,-0.0073133283,0.0073133283,False
101,0.08777171594595351,0.4651749147986638,0.8871558442831401,0.018854788,0.018854788,False
102,0.042294228084437904,0.6872148309226015,0.9163002607368902,-0.03061775,0.03061775,False
103,0.09198298608739483,0.3659204453294117,0.844484711556078,0.029705808,0.029705808,False
104,0.06563752466141289,0.5439109892655638,0.9163002607368902,-0.0012579713,0.0012579713,False
105,0.06529087129533763,0.5212812530339638,0.8910790650153227,0.009593265,0.009593265,False
106,0.05230248214430373,0.6525804041404072,0.9163002607368902,0.008499683,0.008499683,False
107,0.03370501003223526,0.7509424354837451,0.9270894265231421,0.047525078,0.047525078,False
108,-0.11676822247432181,0.3671020596266382,0.844484711556078,0.0028233249,0.0028233249,False
109,0.05327871323151134,0.6313698034689837,0.9163002607368902,0.019329678,0.019329678,False
110,0.12524203313583251,0.2900092305908272,0.783315254522362,0.086664245,0.086664245,False
111,-0.30603457449532556,0.013182216987625972,0.07754245286838807,-0.028499482,0.028499482,False
112,-0.1765393752659722,0.0696098691335087,0.30937719614892756,0.0021545992,0.0021545992,False
113,0.05201104105072717,0.6723068783326548,0.9163002607368902,-0.0035330586,0.0035330586,False
114,0.18831143013465326,0.13257211483267145,0.5198906464026332,0.02753679,0.02753679,False
115,-0.14783934387186326,0.2583434172009914,0.7488214991333084,0.0033942787,0.0033942787,False
116,-0.013492293273855666,0.9124362302033763,0.9899961316524615,0.008579739,0.008579739,False
117,0.07103372334126737,0.5203337946154564,0.8910790650153227,0.019823091,0.019823091,False
118,0.037598149562767656,0.6512470717346162,0.9163002607368902,0.005099248,0.005099248,False
119,-0.07195879682924572,0.4818054402618147,0.8888395775607885,-0.06089808,0.06089808,False
120,0.05443447508079715,0.6309911514056143,0.9163002607368902,-0.0018967874,0.0018967874,False
121,-0.16080505087294145,0.26513416250441774,0.7575261785840507,-0.01026044,0.01026044,False
122,-0.02821763508586892,0.748170291683965,0.9270894265231421,0.00023054775,0.00023054775,False
123,-0.1153981412434859,0.30940952553633294,0.783315254522362,-0.017632077,0.017632077,False
124,-0.19133091073525532,0.10530545205655938,0.4387727169023307,-0.03325917,0.03325917,False
125,0.05410695715969161,0.6042092321715371,0.9163002607368902,0.0041774036,0.0041774036,False
126,0.04757361617778547,0.6974893810236145,0.9163002607368902,0.00059618446,0.00059618446,False
127,0.01369615706612927,0.8983839704073863,0.9899961316524615,0.01091173,0.01091173,False
128,0.05824396833241318,0.5587154863352892,0.9163002607368902,0.039333872,0.039333872,False
129,0.018045366728916105,0.8724498436616442,0.9899961316524615,-0.008296005,0.008296005,False
130,0.14786476101189178,0.1654568096017916,0.5541976909863757,-0.008238558,0.008238558,False
131,-0.05624870678080095,0.6174294663066534,0.9163002607368902,0.014039335,0.014039335,False
132,-0.03802223101212471,0.6789144757521601,0.9163002607368902,-0.0035671229,0.0035671229,False
133,0.04183132732887698,0.7098350604774593,0.9163002607368902,0.010099359,0.010099359,False
134,-0.07258777868807466,0.4904098782378892,0.8888395775607885,0.0034012354,0.0034012354,False
135,-0.5931429782265004,1.4929844698540066e-10,4.976614899513356e-09,-0.21838608,0.21838608,False
136,0.06962755091590984,0.47462837669147995,0.8871558442831401,0.014825209,0.014825209,False
137,-0.1007764585951075,0.37566831206693385,0.8537916183339406,-0.001732763,0.001732763,False
138,-0.07416451233923553,0.4852397648787363,0.8888395775607885,-0.005025277,0.005025277,False
139,-0.12795177842459673,0.4385445054693724,0.8840201977284382,-0.0009923589,0.0009923589,False
140,-0.018352999085679243,0.8880126626923689,0.9899961316524615,0.019318758,0.019318758,False
141,0.032210965835774416,0.6769292682185559,0.9163002607368902,-0.0052450197,0.0052450197,False
142,0.16435209661151612,0.22990921833211914,0.7074129794834435,0.036931396,0.036931396,False
143,0.007245737433195643,0.9550267973671728,0.9899961316524615,-0.0067106164,0.0067106164,False
144,0.00013312973291372353,0.9990031256567329,0.9990031256567329,0.015831076,0.015831076,False
145,-0.07191529658137931,0.5064208338994083,0.8888395775607885,-0.002194077,0.002194077,False
146,0.30915280140239454,0.026017112225980205,0.13693216961042212,0.046019796,0.046019796,False
147,0.09128997969959059,0.5457932332641835,0.9163002607368902,0.00021464357,0.00021464357,False
148,-0.2001481107833619,0.022545872458181775,0.12186958085503663,-0.014158991,0.014158991,False
149,0.009140134516481897,0.9397671010247822,0.9899961316524615,0.018993087,0.018993087,False
150,-0.06234552140936524,0.49716062486027945,0.8888395775607885,0.0038809343,0.0038809343,False
151,-0.013465068315295606,0.915809134440069,0.9899961316524615,0.015585577,0.015585577,False
152,-0.6399712378238043,5.90607496913782e-06,4.3748703475094964e-05,-0.13693525,0.13693525,False
153,0.7470799967122971,4.8129368931025574e-12,3.208624595401705e-10,0.14176348,0.14176348,False
154,-0.037163094017091385,0.718940030456518,0.9163002607368902,9.4981144e-05,9.4981144e-05,False
155,-0.0031764094714679557,0.9771650605712474,0.9958237334493111,0.019368328,0.019368328,False
156,-0.017892136515403008,0.8518744743978459,0.9876495887148714,0.00042321917,0.00042321917,False
157,-0.029309344439049617,0.7843390335592122,0.9449867874207376,-0.003176091,0.003176091,False
158,0.12270179850976705,0.28264288004461746,0.7793024288940318,0.015540719,0.015540719,False
159,-0.5295447106223404,2.6836067591801573e-08,3.3545084489751965e-07,-0.12744395,0.12744395,False
160,-0.05185012683298693,0.6349051231425245,0.9163002607368902,-0.014630174,0.014630174,False
161,0.1022868689700106,0.3001187458254265,0.783315254522362,0.0040198863,0.0040198863,False
162,0.03830168821101381,0.6740662279972911,0.9163002607368902,-0.017238606,0.017238606,False
163,-0.6414065371666737,9.017433960322071e-10,1.8034867920644143e-08,-0.2359867,0.2359867,False
164,-0.04026981074836097,0.6828571299852337,0.9163002607368902,0.0012308686,0.0012308686,False
165,0.48792163085525614,7.621112108742752e-06,5.443651506244823e-05,0.103803255,0.103803255,False
166,0.06850902052369409,0.4702221591660495,0.8871558442831401,0.0040534185,0.0040534185,False
167,0.45102131442472826,7.652623133340735e-05,0.000510174875556049,0.1069132,0.1069132,False
168,0.011458493234173776,0.9118347831084929,0.9899961316524615,0.014644981,0.014644981,False
169,-0.03711568454030806,0.760762647777539,0.9334511015675326,-0.007637882,0.007637882,False
170,-0.13028859191870049,0.18740951171069511,0.6144574154449021,0.0018047474,0.0018047474,False
171,-0.08844431962971963,0.2954870981964441,0.783315254522362,-0.03068882,0.03068882,False
172,-0.5223405877283449,3.9603302137897416e-06,3.04640785676134e-05,-0.15827294,0.15827294,False
173,0.103727493127857,0.4283709860935986,0.8840201977284382,-0.0030570808,0.0030570808,False
174,-0.13551687268502935,0.15896578792836535,0.5541976909863757,2.9923749e-05,2.9923749e-05,False
175,0.7827127048181884,1.7115374173348373e-11,6.846149669339349e-10,0.16650623,0.16650623,False
176,0.03745939339595823,0.6957139789050459,0.9163002607368902,0.024137227,0.024137227,False
177,0.014478200526657246,0.9273407475465947,0.9899961316524615,0.0023750314,0.0023750314,False
178,0.1250361946611269,0.1566685836584605,0.5541976909863757,0.065680556,0.065680556,False
179,-0.03699811216253712,0.7251251725679382,0.917879965275871,-0.0036979723,0.0036979723,False
180,0.02309603394939951,0.88144277933669,0.9899961316524615,0.017571863,0.017571863,False
181,0.16050084338171933,0.2502995088126486,0.7361750259195547,0.03146159,0.03146159,False
182,0.02331876408630936,0.8397394257784201,0.987649094213447,0.030872582,0.030872582,False
183,-0.03816398766473941,0.7183792152985817,0.9163002607368902,-0.0077420436,0.0077420436,False
184,-0.10651662421577271,0.3177578707664779,0.7894136271002175,0.016718838,0.016718838,False
185,-0.0859585416636405,0.45062787534770266,0.8840201977284382,-0.004150586,0.004150586,False
186,-0.798686217674242,2.41390783369226e-10,6.8968795248350285e-09,-0.13343492,0.13343492,False
187,0.25487192684786936,0.06396828650519046,0.2907649386599566,-0.0015299973,0.0015299973,False
188,0.016134675621662934,0.8907725874773015,0.9899961316524615,-0.0063882945,0.0063882945,False
189,0.0723312007379003,0.5183078829586136,0.8910790650153227,0.039616562,0.039616562,False
190,0.07746927218399713,0.43540339303618314,0.8840201977284382,0.011164273,0.011164273,False
191,-0.02350555232910165,0.864400686432843,0.9899961316524615,-0.01087331,0.01087331,False
192,-0.02055696357125363,0.8786592509734034,0.9899961316524615,-0.01465689,0.01465689,False
193,-0.005540148276312143,0.9559904393574149,0.9899961316524615,-0.0005393922,0.0005393922,False
194,0.08588338979008371,0.4364804819118707,0.8840201977284382,0.009627224,0.009627224,False
195,-0.20507867531737684,0.11294853819039292,0.4610144415934405,-0.014053267,0.014053267,False
196,-0.6129143396890433,2.27107312448443e-09,4.129223862698964e-08,-0.12308295,0.12308295,False
197,0.019328178076089345,0.8543168942383638,0.9876495887148714,0.00223074,0.00223074,False
198,0.1526167865462964,0.2760433777806273,0.7775869796637389,0.048296724,0.048296724,False
199,-0.6100318485249074,2.3415540935569584e-08,3.122072124742611e-07,-0.19756883,0.19756883,False
