feature,is_true_up,is_true_down,log2FC,p_value,q_value,neglog10p,volcano_weight,metric_abs,avg_grad,grad_mag
23,False,False,0.017071354182469082,0.9078670819017296,0.9899961316524615,0.04197773057818085,0.04197773057818085,0.0007166167064763879,0.00023972055,0.00023972055
24,False,False,0.3810401031411295,0.009036538376822365,0.058300247592402356,2.043997902683288,2.043997902683288,0.7788451716586925,0.034906443,0.034906443
25,False,False,0.04432224298367771,0.6789210756996498,0.9163002607368902,0.1681807093430051,0.1681807093430051,0.007454146264667948,0.007184644,0.007184644
26,False,True,-0.5874247668941612,2.89185419119615e-07,2.514655818431435e-06,6.538823608180865,6.538823608180865,3.841066933797683,-0.16207108,0.16207108
27,False,False,0.3073367396115445,0.02165381374153037,0.12029896523072428,1.6644656031887632,1.6644656031887632,0.5115514316795973,0.028484438,0.028484438
28,False,True,-0.48289367448414006,2.2651316955775384e-06,1.8121053564620307e-05,5.644906542878556,5.644906542878556,2.72588966261019,-0.111371495,0.111371495
29,False,False,0.006851543613357852,0.9405857042962796,0.9899961316524615,0.0266016262622989,0.0266016262622989,0.00018226220252238654,-0.0014383037,0.0014383037
30,False,False,-0.1962027059498421,0.23934177554674788,0.7252781077174177,0.6209814914994861,0.6209814914994861,0.12183824897696804,-0.001758695,0.001758695
31,False,False,-0.12657945843155669,0.2844453865463216,0.7793024288940318,0.5460011057131309,0.5460011057131309,0.06911252426419924,-0.011623751,0.011623751
32,True,False,0.638129785586661,2.0198225390344805e-07,1.836202308213164e-06,6.6946867858522205,6.6946867858522205,4.27207904322573,0.23764159,0.23764159
33,False,False,-0.05454700644075463,0.6275072678123925,0.9163002607368902,0.20238123980303754,0.20238123980303754,0.011039290791024196,0.016752347,0.016752347
34,True,False,0.700276611220926,3.6528515411429477e-10,8.11744786920655e-09,9.437367977985888,9.437367977985888,6.60876806646884,0.13995606,0.13995606
35,False,False,-0.0012097602391863054,0.9919530543576947,0.9990031256567329,0.0035088809867957634,0.0035088809867957634,4.244904701862322e-06,0.020447077,0.020447077
36,False,True,-0.8819622150776573,3.205820792853172e-12,3.205820792853172e-10,11.494060758603919,11.494060758603919,10.13732728689549,-0.11984584,0.11984584
37,False,False,-0.0745713504726979,0.449929963435447,0.8840201977284382,0.3468550836929351,0.3468550836929351,0.025865452009302826,-0.0017073585,0.0017073585
38,False,False,0.10796262834681719,0.33838569460329204,0.8193130535251654,0.47058800522572464,0.47058800522572464,0.05080591791265498,-0.0071766144,0.0071766144
39,False,False,-0.06572340199397429,0.6163501201276063,0.9163002607368902,0.2101725150377627,0.2101725150377627,0.013813252693911485,0.034199163,0.034199163
40,False,False,-0.09387755219959652,0.34001491721294363,0.8193130535251654,0.4685020290720025,0.4685020290720025,0.043981823689823805,0.00023462441,0.00023462441
41,False,False,0.038554256435152666,0.7095042520333092,0.9163002607368902,0.14904499748759295,0.14904499748759295,0.005746319053513344,-0.016847024,0.016847024
42,False,False,-0.15255437671683816,0.16496806862278068,0.5541976909863757,0.782600110107029,0.782600110107029,0.11938907201590673,-0.045829944,0.045829944
43,False,False,0.01063081097750226,0.933283515871618,0.9899961316524615,0.029986404834033805,0.029986404834033805,0.0003187798016854734,0.019452488,0.019452488
44,False,False,0.08862848418904319,0.42142643881263764,0.8840201977284382,0.3752782217648154,0.3752782217648154,0.03326033994417519,0.0020936949,0.0020936949
45,False,False,-0.20640746310897018,0.08758662228629352,0.3808114012447544,1.0575622215820486,1.0575622215820486,0.21828873523663725,-0.014265878,0.014265878
46,False,False,0.1253510422075933,0.12378875660121699,0.4951550264048679,0.9073187993207069,0.9073187993207069,0.11373335710939281,0.010303124,0.010303124
47,False,False,0.13913637713366508,0.31971251897558806,0.7894136271002175,0.495240357736542,0.495240357736542,0.06890594918584272,0.0062246826,0.0062246826
48,False,False,-0.1071074932001856,0.38748516522107246,0.8576222676849309,0.41174491970207044,0.41174491970207044,0.044100966187200476,-0.006629984,0.006629984
49,False,False,0.04449918490982521,0.6984184532842781,0.9163002607368902,0.1558842944261109,0.1558842944261109,0.006936724042205145,0.007149126,0.007149126
50,False,False,-0.02320189578793773,0.8444399755524972,0.987649094213447,0.07343121549830142,0.07343121549830142,0.0017037434095731874,-0.0010773903,0.0010773903
51,True,False,0.34908495239701576,6.680939793250669e-05,0.00046075446850004617,4.175162441968321,4.175162441968321,1.4574863823043194,0.089431494,0.089431494
52,False,False,-0.038055337949570306,0.6467832472064016,0.9163002607368902,0.18924123759068484,0.18924123759068484,0.00720163925050844,0.008060171,0.008060171
53,False,True,-0.5410255693340525,4.585891529588909e-09,7.643152549314847e-08,8.33857622188216,8.33857622188216,4.511382947879189,-0.28642085,0.28642085
54,False,False,-0.30752267321223986,0.012422000070981709,0.07528484891504066,1.9058084726088254,1.9058084726088254,0.5860793161272018,-0.037210703,0.037210703
55,False,True,-0.5903511736424607,3.7563689117684443e-07,3.1303074264737036e-06,6.425231762391633,6.425231762391633,3.7931431118527166,-0.03817187,0.03817187
56,False,False,0.06336597204856916,0.5824955716607297,0.9163002607368902,0.23470737195107558,0.23470737195107558,0.014872460770644979,-0.0017408091,0.0017408091
57,False,False,0.19196341204337947,0.05064611665325274,0.23709631827829172,1.295453849034594,1.295453849034594,0.24867974100540965,0.006027013,0.006027013
58,False,False,0.10443714436986681,0.24752434470252507,0.7361750259195547,0.6063820805687049,0.6063820805687049,0.06332881289165404,0.0018220949,0.0018220949
59,False,False,0.0988198329704435,0.30824909075432627,0.783315254522362,0.5110981957734674,0.5110981957734674,0.05050663833782908,0.015310135,0.015310135
60,False,False,-0.005633878330047438,0.9602962477028877,0.9899961316524615,0.017594768111227746,0.017594768111227746,9.91267827840557e-05,0.0034832493,0.0034832493
61,False,False,-0.09439646208286434,0.4297102423114244,0.8840201977284382,0.3668242946141627,0.3668242946141627,0.03462691561761927,0.0006344669,0.0006344669
62,True,False,0.727280413585488,1.8005628116187542e-08,2.5722325880267916e-07,7.744591723910237,7.744591723910237,5.632489872016185,0.10549795,0.10549795
63,False,False,-0.06565034478459078,0.6038011720898293,0.9163002607368902,0.21910604826613223,0.21910604826613223,0.014384387613060769,-0.01015347,0.01015347
64,False,False,-0.05769523754603416,0.654216621654019,0.9163002607368902,0.1842784259693416,0.1842784259693416,0.010631987560910433,0.0034893518,0.0034893518
65,True,False,0.788978972474049,7.991532970446762e-13,1.5983065940893525e-10,12.097369904447294,12.097369904447294,9.54457047684931,0.19527206,0.19527206
66,True,False,0.864352815539611,3.105465725592465e-10,7.763664313981162e-09,9.507873259613795,9.507873259613795,8.218157021740963,0.11503782,0.11503782
67,False,False,-0.08121537479735508,0.44026026806095697,0.8840201977284382,0.3562905063198885,0.3562905063198885,0.028936267007509155,-0.016138973,0.016138973
68,False,False,-0.14515325192917802,0.16101678377993453,0.5541976909863757,0.7931288523960783,0.7931288523960783,0.11512523212414781,-0.0061296304,0.0061296304
69,False,False,0.1630996183785332,0.1550450240279063,0.5541976909863757,0.8095421673299111,0.8095421673299111,0.13203601855283917,0.0036525712,0.0036525712
70,True,False,0.5848299467477621,7.547220953316368e-08,7.547220953316369e-07,7.122212935366838,7.122212935366838,4.1652834117168105,0.056805864,0.056805864
71,False,False,0.11411451790173102,0.19829836985873045,0.6396721608346143,0.7026808559624635,0.7026808559624635,0.08018608711693223,0.030436821,0.030436821
72,False,False,-0.03063642279759936,0.7705426126411854,0.9369339416376061,0.11320333887522555,0.11320333887522555,0.003468145351881326,0.0021783963,0.0021783963
73,False,False,0.0035906338233311144,0.9808863774475713,0.9958237334493111,0.00838129690694796,0.00838129690694796,3.0094168157467795e-05,0.00012276723,0.00012276723
74,False,False,-0.06261408598144715,0.5066385592096494,0.8888395775607885,0.29530176003558634,0.29530176003558634,0.018490049793340877,-0.0011382126,0.0011382126
75,False,False,-0.0336584807578787,0.8048845220070917,0.9581958595322521,0.09426642404527638,0.09426642404527638,0.003172864619841969,-0.00066808506,0.00066808506
76,False,False,-0.05169528977479214,0.6256169215736349,0.9163002607368902,0.20369151307054317,0.20369151307054317,0.01052989179284759,0.012102462,0.012102462
77,False,False,-0.11481528650163686,0.3803816487203009,0.8547902218433727,0.41978044350054533,0.41978044350054533,0.0481972118882993,-0.00079897844,0.00079897844
78,True,False,0.5576899872901856,1.2492675635736853e-07,1.1897786319749384e-06,6.903344536054266,6.903344536054266,3.8499261265718756,0.17242678,0.17242678
79,False,False,0.20895662981889376,0.14926604752668662,0.5541976909863757,0.8260389668810806,0.8260389668810806,0.1726063186185514,0.0029642265,0.0029642265
80,False,False,-0.03421420880537136,0.7484860145322781,0.9270894265231421,0.12581631004130653,0.12581631004130653,0.004304705502874603,-0.032392684,0.032392684
81,False,False,-0.0989601164068322,0.39834660570048863,0.865970881957584,0.39973887909293687,0.39973887909293687,0.039558206007373656,-0.008967505,0.008967505
82,False,False,-0.003340352793938297,0.9688142416056705,0.9936556324160724,0.013759485672915303,0.013759485672915303,4.59615364106766e-05,-0.00752963,0.00752963
83,False,True,-0.5680987576666217,7.03545765157064e-08,7.405744896390147e-07,7.152707646759844,7.152707646759844,4.063444328076812,-0.12187516,0.12187516
84,False,False,-0.05789243385105912,0.5985445037822279,0.9163002607368902,0.2229035528123135,0.2229035528123135,0.012904429186352923,-0.009494972,0.009494972
85,False,False,0.048987825458271565,0.5505311695819626,0.9163002607368902,0.2592180874202321,0.2592180874202321,0.012698530422169311,-0.003954959,0.003954959
86,False,False,-0.03017970345403493,0.772970501851025,0.9369339416376061,0.11183707933881346,0.11183707933881346,0.003375209889610767,0.006254135,0.006254135
87,False,False,-0.03982661880306099,0.7166586251990674,0.9163002607368902,0.1446876678988453,0.1446876678988453,0.005762420594911196,-0.0025824711,0.0025824711
88,False,False,0.08283421748178274,0.5025909095868456,0.8888395775607885,0.29878537080109135,0.29878537080109135,0.0247496523853127,0.0058330125,0.0058330125
89,False,False,-0.03852295959581583,0.7192957046784588,0.9163002607368902,0.14309253310949197,0.14309253310949197,0.005512347871439898,-5.12638e-05,5.12638e-05
90,False,False,0.0216126758250838,0.8045232165823513,0.9581958595322521,0.09446141870215564,0.09446141870215564,0.002041564020387198,0.010504028,0.010504028
91,False,False,-0.05240042328920069,0.6495759653287078,0.9163002607368902,0.18737005260650919,0.18737005260650919,0.009818270068300883,-0.022775676,0.022775676
92,False,False,-0.16654715812868898,0.21818005317968997,0.6818126661865311,0.6611849567264684,0.6611849567264684,0.1101184755402335,-0.028270261,0.028270261
93,False,False,-0.2895513192117461,0.05097570842983272,0.23709631827829172,1.292636729943559,1.292636729943559,0.3742846704167151,0.004381822,0.004381822
94,False,False,0.009835969557960919,0.9288621330010542,0.9899961316524615,0.03204874167927934,0.03204874167927934,0.0003152304475283449,-0.0003627128,0.0003627128
95,False,False,-0.286831489793104,0.03606064549102037,0.18492638713343781,1.442966503606982,1.442966503606982,0.41388823195113705,-0.018408593,0.018408593
96,False,False,0.09514728076522898,0.39021813179664355,0.8576222676849309,0.4086925546332535,0.4086925546332535,0.038885985242348854,0.0027895411,0.0027895411
97,False,False,-0.1939336339452118,0.04594745878639198,0.2297372939319599,1.3377385031149989,1.3377385031149989,0.25943248917751977,-0.002355145,0.002355145
98,False,False,0.04850258544499306,0.710969646433824,0.9163002607368902,0.14814894029370967,0.14814894029370967,0.007185606635180829,0.01364825,0.01364825
99,False,False,0.04778371069890446,0.6803841438784096,0.9163002607368902,0.16724581602706273,0.16724581602706273,0.007991625688639365,0.003548798,0.003548798
100,False,False,0.1234234101476897,0.3673508495268939,0.844484711556078,0.4349189514792871,0.4349189514792871,0.05367918012943121,0.0055960375,0.0055960375
101,False,False,0.08777171594595351,0.4651749147986638,0.8871558442831401,0.33238371324337274,0.33238371324337274,0.029173888863858577,0.00068380823,0.00068380823
102,False,False,0.042294228084437904,0.6872148309226015,0.9163002607368902,0.16290747647840792,0.16290747647840792,0.006890045966837987,0.03705021,0.03705021
103,False,False,0.09198298608739483,0.3659204453294117,0.844484711556078,0.43661332419560056,0.43661332419560056,0.04016099732505513,0.0020874708,0.0020874708
104,False,False,0.06563752466141289,0.5439109892655638,0.9163002607368902,0.2644721665402596,0.2644721665402596,0.017359298353543585,0.006313473,0.006313473
105,False,False,0.06529087129533763,0.5212812530339638,0.8910790650153227,0.2829278934315101,0.2829278934315101,0.018472608675897725,-0.008798998,0.008798998
106,False,False,0.05230248214430373,0.6525804041404072,0.9163002607368902,0.1853659714636571,0.1853659714636571,0.009695100412639442,-0.008376662,0.008376662
107,False,False,0.03370501003223526,0.7509424354837451,0.9270894265231421,0.12439335315554022,0.12439335315554022,0.004192679216050866,-0.013420106,0.013420106
108,False,False,-0.11676822247432181,0.3671020596266382,0.844484711556078,0.435213178879357,0.435213178879357,0.05081906929514157,-0.00067479006,0.00067479006
109,False,False,0.05327871323151134,0.6313698034689837,0.9163002607368902,0.19971619295440354,0.19971619295440354,0.010640621772106852,0.0017975867,0.0017975867
110,False,False,0.12524203313583251,0.2900092305908272,0.783315254522362,0.5375881788911712,0.5375881788911712,0.06732863651411991,0.029855233,0.029855233
111,False,False,-0.30603457449532556,0.013182216987625972,0.07754245286838807,1.8800115438752574,1.8800115438752574,0.5753485328761645,-0.03365121,0.03365121
112,False,False,-0.1765393752659722,0.0696098691335087,0.30937719614892756,1.1573291827116792,1.1573291827116792,0.20431417089299803,-0.00021367353,0.00021367353
113,False,False,0.05201104105072717,0.6723068783326548,0.9163002607368902,0.17243244548090692,0.17243244548090692,0.008968391000384724,-0.0047640717,0.0047640717
114,False,False,0.18831143013465326,0.13257211483267145,0.5198906464026332,0.8775478156586527,0.8775478156586527,0.16525228417822196,0.0014533387,0.0014533387
115,False,False,-0.14783934387186326,0.2583434172009914,0.7488214991333084,0.5878026001516379,0.5878026001516379,0.08690035073259333,-0.015003935,0.015003935
116,False,False,-0.013492293273855666,0.9124362302033763,0.9899961316524615,0.03979747847538341,0.03979747847538341,0.0005369592511498312,-0.00026138523,0.00026138523
117,False,False,0.07103372334126737,0.5203337946154564,0.8910790650153227,0.2837179666498295,0.2837179666498295,0.02015354354995091,0.0013018864,0.0013018864
118,False,False,0.037598149562767656,0.6512470717346162,0.9163002607368902,0.18625421644843732,0.18625421644843732,0.007002813886724446,-0.00013791135,0.00013791135
119,False,False,-0.07195879682924572,0.4818054402618147,0.8888395775607885,0.3171283005137916,0.3171283005137916,0.02282017094547591,-0.018506,0.018506
120,False,False,0.05443447508079715,0.6309911514056143,0.9163002607368902,0.19997673096610222,0.19997673096610222,0.010885628378513567,0.011741814,0.011741814
121,False,False,-0.16080505087294145,0.26513416250441774,0.7575261785840507,0.5765343098705681,0.5765343098705681,0.09270962902873289,-0.011873711,0.011873711
122,False,False,-0.02821763508586892,0.748170291683965,0.9270894265231421,0.125999540743369,0.125999540743369,0.00355540906168346,0.0006945284,0.0006945284
123,False,False,-0.1153981412434859,0.30940952553633294,0.783315254522362,0.5094663201641677,0.5094663201641677,0.05879146637310363,-0.017697427,0.017697427
124,False,False,-0.19133091073525532,0.10530545205655938,0.4387727169023307,0.9775491431850469,0.9775491431850469,0.18703536785406355,-0.009493814,0.009493814
125,False,False,0.05410695715969161,0.6042092321715371,0.9163002607368902,0.2188126430969614,0.2188126430969614,0.01183928630604618,0.0126515,0.0126515
126,False,False,0.04757361617778547,0.6974893810236145,0.9163002607368902,0.15646239995107247,0.15646239995107247,0.007443482161527483,0.0026895585,0.0026895585
127,False,False,0.01369615706612927,0.8983839704073863,0.9899961316524615,0.04653800566214345,0.04653800566214345,0.00063739183509313,0.0017936458,0.0017936458
128,False,False,0.05824396833241318,0.5587154863352892,0.9163002607368902,0.25280929080781395,0.25280929080781395,0.01472461632795015,0.014517417,0.014517417
129,False,False,0.018045366728916105,0.8724498436616442,0.9899961316524615,0.05925953084110317,0.05925953084110317,0.001069359966211221,0.0007792455,0.0007792455
130,False,False,0.14786476101189178,0.1654568096017916,0.5541976909863757,0.7813153541516117,0.7813153541516117,0.11552900811654965,0.021478914,0.021478914
131,False,False,-0.05624870678080095,0.6174294663066534,0.9163002607368902,0.20941264801716863,0.20941264801716863,0.011779190634508795,-0.0019118002,0.0019118002
132,False,False,-0.03802223101212471,0.6789144757521601,0.9163002607368902,0.16818493123979159,0.16818493123979159,0.0063947663083576654,0.024744088,0.024744088
133,False,False,0.04183132732887698,0.7098350604774593,0.9163002607368902,0.14884255359951565,0.14884255359951565,0.006226281580087256,0.0022207447,0.0022207447
134,False,False,-0.07258777868807466,0.4904098782378892,0.8888395775607885,0.3094407904859731,0.3094407904859731,0.022461619616858695,-0.012409777,0.012409777
135,False,True,-0.5931429782265004,1.4929844698540066e-10,4.976614899513356e-09,9.825944709818033,9.825944709818033,5.828190109070395,-0.257248,0.257248
136,False,False,0.06962755091590984,0.47462837669147995,0.8871558442831401,0.3236463001007421,0.3236463001007421,0.022534699239010258,-0.0031739988,0.0031739988
137,False,False,-0.1007764585951075,0.37566831206693385,0.8537916183339406,0.4251954364907033,0.4251954364907033,0.042849690300334024,-0.00031915217,0.00031915217
138,False,False,-0.07416451233923553,0.4852397648787363,0.8888395775607885,0.31404361637971434,0.31404361637971434,0.023290891662051474,-0.0042347233,0.0042347233
139,False,False,-0.12795177842459673,0.4385445054693724,0.8840201977284382,0.3579863259035069,0.3579863259035069,0.04580498705104099,-0.0024359343,0.0024359343
140,False,False,-0.018352999085679243,0.8880126626923689,0.9899961316524615,0.0515808413180065,0.0515808413180065,0.0009466631335479393,0.0048587774,0.0048587774
141,False,False,0.032210965835774416,0.6769292682185559,0.9163002607368902,0.16945670801676377,0.16945670801676377,0.005458364232570778,0.008646502,0.008646502
142,False,False,0.16435209661151612,0.22990921833211914,0.7074129794834435,0.6384436151138877,0.6384436151138877,0.10492954671220328,0.025283456,0.025283456
143,False,False,0.007245737433195643,0.9550267973671728,0.9899961316524615,0.019984442253515547,0.019984442253515547,0.0001448020213178343,0.0006972554,0.0006972554
144,False,False,0.00013312973291372353,0.9990031256567329,0.9990031256567329,0.00043315296185770597,0.00043315296185770597,5.766553812290467e-08,-0.00957024,0.00957024
145,False,False,-0.07191529658137931,0.5064208338994083,0.8888395775607885,0.29548843596575874,0.29548843596575874,0.02125013850884545,0.00044163276,0.00044163276
146,False,False,0.30915280140239454,0.026017112225980205,0.13693216961042212,1.5847409096930025,1.5847409096930025,0.48992709172857085,0.0634513,0.0634513
147,False,False,0.09128997969959059,0.5457932332641835,0.9163002607368902,0.26297185300881715,0.26297185300881715,0.024006695122738637,0.0009665064,0.0009665064
148,False,False,-0.2001481107833619,0.022545872458181775,0.12186958085503663,1.646932954127971,1.646932954127971,0.3296305193555746,-0.03119067,0.03119067
149,False,False,0.009140134516481897,0.9397671010247822,0.9899961316524615,0.026979762647271952,0.026979762647271952,0.0002465986598188194,0.010014071,0.010014071
150,False,False,-0.06234552140936524,0.49716062486027945,0.8888395775607885,0.30350327480726996,0.30350327480726996,0.01892206991730911,0.001951039,0.001951039
151,False,False,-0.013465068315295606,0.915809134440069,0.9899961316524615,0.03819502905779384,0.03819502905779384,0.0005142986755678948,0.008205458,0.008205458
152,False,True,-0.6399712378238043,5.90607496913782e-06,4.3748703475094964e-05,5.228701044591356,5.228701044591356,3.346218279717749,-0.09893088,0.09893088
153,True,False,0.7470799967122971,4.8129368931025574e-12,3.208624595401705e-10,11.317589832724678,11.317589832724678,8.45514497502308,0.25875312,0.25875312
154,False,False,-0.037163094017091385,0.718940030456518,0.9163002607368902,0.14330733427361203,0.14330733427361203,0.005325743936948986,-0.001129474,0.001129474
155,False,False,-0.0031764094714679557,0.9771650605712474,0.9958237334493111,0.010032070016637105,0.010032070016637105,3.1865962219275795e-05,0.0040288847,0.0040288847
156,False,False,-0.017892136515403008,0.8518744743978459,0.9876495887148714,0.06962439477862245,0.06962439477862245,0.0012457291761814252,0.00020333134,0.00020333134
157,False,False,-0.029309344439049617,0.7843390335592122,0.9449867874207376,0.10549617127379533,0.10549617127379533,0.0030920236208646394,-0.00079958356,0.00079958356
158,False,False,0.12270179850976705,0.28264288004461746,0.7793024288940318,0.5487619502225444,0.5487619502225444,0.06733407824603345,-0.00054133765,0.00054133765
159,False,True,-0.5295447106223404,2.6836067591801573e-08,3.3545084489751965e-07,7.571281122940546,7.571281122940546,4.00933187128794,-0.16884777,0.16884777
160,False,False,-0.05185012683298693,0.6349051231425245,0.9163002607368902,0.19729116852566111,0.19729116852566111,0.010229572111083728,-0.0061362702,0.0061362702
161,False,False,0.1022868689700106,0.3001187458254265,0.783315254522362,0.522706877103369,0.522706877103369,0.053466049847995745,0.0016536313,0.0016536313
162,False,False,0.03830168821101381,0.6740662279972911,0.9163002607368902,0.17129743129739816,0.17129743129739816,0.006560980804900503,0.0024285873,0.0024285873
163,False,True,-0.6414065371666737,9.017433960322071e-10,1.8034867920644143e-08,9.044917029577688,9.044917029577688,5.801468910901301,-0.0960947,0.0960947
164,False,False,-0.04026981074836097,0.6828571299852337,0.9163002607368902,0.16567015158862208,0.16567015158862208,0.006671505651126084,-0.008310532,0.008310532
165,True,False,0.48792163085525614,7.621112108742752e-06,5.443651506244823e-05,5.117981649730087,5.117981649730087,2.4971739532235784,0.094561,0.094561
166,False,False,0.06850902052369409,0.4702221591660495,0.8871558442831401,0.32769690865051015,0.32769690865051015,0.022450194240288907,0.0013212636,0.0013212636
167,True,False,0.45102131442472826,7.652623133340735e-05,0.000510174875556049,4.116189673726682,4.116189673726682,1.8564892770657013,0.12007189,0.12007189
168,False,False,0.011458493234173776,0.9118347831084929,0.9899961316524615,0.04008384509747258,0.04008384509747258,0.00045930046784905924,-0.009524993,0.009524993
169,False,False,-0.03711568454030806,0.760762647777539,0.9334511015675326,0.11875081870777292,0.11875081870777292,0.004407517926061012,-0.00060689653,0.00060689653
170,False,False,-0.13028859191870049,0.18740951171069511,0.6144574154449021,0.727208370872798,0.727208370872798,0.09474695467250897,-0.008561599,0.008561599
171,False,False,-0.08844431962971963,0.2954870981964441,0.783315254522362,0.5294614768958038,0.5294614768958038,0.046827860094195886,0.00077888725,0.00077888725
172,False,True,-0.5223405877283449,3.9603302137897416e-06,3.04640785676134e-05,5.40226860093111,5.40226860093111,2.8218241560767394,-0.18106271,0.18106271
173,False,False,0.103727493127857,0.4283709860935986,0.8840201977284382,0.36817995195354,0.36817995195354,0.03819038343607554,0.0061842413,0.0061842413
174,False,False,-0.13551687268502935,0.15896578792836535,0.5541976909863757,0.7986963329919188,0.7986963329919188,0.10823682927206567,-0.0006473241,0.0006473241
175,True,False,0.7827127048181884,1.7115374173348373e-11,6.846149669339349e-10,10.76661360195151,10.76661360195151,8.427165254115765,0.17617214,0.17617214
176,False,False,0.03745939339595823,0.6957139789050459,0.9163002607368902,0.15756927032305668,0.15756927032305668,0.005902449284145466,0.0013669577,0.0013669577
177,False,False,0.014478200526657246,0.9273407475465947,0.9899961316524615,0.032760656807306596,0.032760656807306596,0.00047431535864118365,-0.0039493954,0.0039493954
178,False,False,0.1250361946611269,0.1566685836584605,0.5541976909863757,0.8050180827380018,0.8050180827380018,0.10065639769895594,0.032049935,0.032049935
179,False,False,-0.03699811216253712,0.7251251725679382,0.917879965275871,0.13958701816934654,0.13958701816934654,0.0051644561546635905,-0.013213767,0.013213767
180,False,False,0.02309603394939951,0.88144277933669,0.9899961316524615,0.05480587556536627,0.05480587556536627,0.0012657983626842644,-0.03840442,0.03840442
181,False,False,0.16050084338171933,0.2502995088126486,0.7361750259195547,0.6015400026497296,0.6015400026497296,0.09654767775312328,0.0026357817,0.0026357817
182,False,False,0.02331876408630936,0.8397394257784201,0.987649094213447,0.07585545620317379,0.07585545620317379,0.0017688554878611815,-9.481159e-05,9.481159e-05
183,False,False,-0.03816398766473941,0.7183792152985817,0.9163002607368902,0.14364624150182687,0.14364624150182687,0.005482113388761899,0.0069368607,0.0069368607
184,False,False,-0.10651662421577271,0.3177578707664779,0.7894136271002175,0.49790368329758894,0.49790368329758894,0.05303501952945839,-0.003932296,0.003932296
185,False,False,-0.0859585416636405,0.45062787534770266,0.8840201977284382,0.34618194679939324,0.34618194679939324,0.029757295297155824,0.0025605487,0.0025605487
186,False,True,-0.798686217674242,2.41390783369226e-10,6.8968795248350285e-09,9.617279315880346,9.617279315880346,7.681188441117195,-0.1261029,0.1261029
