feature,log2FC,p_value,q_value,neglog10p,snr,is_high_snr,is_volcano_hit,direction
117,0.09972022876061777,0.3973656287420172,0.8013650679763162,0.40080970112465997,0.17002226174036997,False,False,up
118,0.082636153690801,0.452423452943577,0.8454035878388929,0.3444548899977421,0.15087870034955106,False,False,up
119,0.012887990241498573,0.8995793004427768,0.9840779460062364,0.0459605463521311,0.02530527397762842,False,False,up
120,-0.046514482090432734,0.6540452699895893,0.9021314068821921,0.18439219077931976,0.08990622703482849,False,False,down
121,-0.11283841025494137,0.27012193348369284,0.6669677369967725,0.5684401503397812,0.2218164599303994,False,False,down
122,0.00586715055456696,0.9625387984437646,0.9950151588469387,0.016581755730702065,0.009419424965864499,False,False,up
123,-0.09838345775205926,0.41291482349784703,0.8013650679763162,0.3841395258253236,0.16445641997808738,False,False,down
124,0.07629058358650662,0.44455704277015895,0.8387868731512433,0.3520725051755145,0.1535268965397505,False,False,up
125,0.5995925427768934,1.3303270745218115e-10,8.868847163478743e-09,9.876041570163178,1.4376972419041771,False,False,up
126,0.07341508246477932,0.5508983521559203,0.8711465854012075,0.2589285266839688,0.11970242068552041,False,False,up
127,-0.2682663691279641,0.011189918413372996,0.06394239093355998,1.9511730799373403,0.5180527802718503,False,False,down
128,0.020590717010737378,0.8633832353611899,0.9700935228777415,0.06379638845808427,0.034505104744110816,False,False,up
129,-0.03636670585849001,0.7497524616514695,0.9314290270550845,0.12508209965327086,0.06397281681431904,False,False,down
130,-0.2729985909849878,0.0071052616318494285,0.043062191708178356,2.148419925734189,0.5500848276105903,False,False,down
131,-0.05715446761345902,0.6698067905060991,0.9041502433456505,0.17405045389322682,0.08554033847417514,False,False,down
132,-0.8217472746325629,1.3831516217922482e-09,2.855267642679901e-08,8.859130209696616,1.3386380010047274,False,True,down
133,0.07065360519690572,0.5773913792718037,0.8815135561401584,0.23852970463028075,0.1118146459429254,False,False,up
134,-0.20399647960398998,0.07864231779218504,0.32098905221300017,1.1043436952074264,0.35543471644427865,False,False,down
135,-0.14982773634906876,0.11763428692448581,0.42012245330173503,0.929466075778535,0.315907186613512,False,False,down
136,0.6548359651598286,1.5907908279271572e-09,2.8923469598675586e-08,8.798386921704228,1.3322472474863807,False,False,up
137,0.0034234637682514124,0.9775726389064778,0.9950151588469387,0.009850962316564234,0.005636914282044126,False,False,up
138,-0.10005976514915373,0.4607449553721966,0.8454035878388929,0.33653941110837177,0.14812714837839688,False,False,down
139,0.05523954632306736,0.6070132944362892,0.8819007623073477,0.21680179716676237,0.10320393231655638,False,False,up
140,0.009596117723961952,0.9154071993580891,0.9843088165140743,0.03838567632078357,0.021299080007417693,False,False,up
141,-0.05475695979252215,0.610136757316766,0.8819007623073477,0.2145728104133235,0.10230425324346847,False,False,down
142,-0.11554800578416016,0.2265060008096072,0.6330193070069468,0.6449202877616254,0.24344051708030862,False,False,down
143,0.12150026442014548,0.20926181045674336,0.6239668462900987,0.6793100216432012,0.252809590833724,False,False,up
144,0.08812450054941522,0.4758471136276107,0.8497269886207334,0.3225325606688049,0.14315708512272918,False,False,up
145,0.10020202619279478,0.3095819416483843,0.725183872521199,0.5092243802604328,0.20429193329037668,False,False,up
146,0.26814030957727153,0.023356720587206746,0.12293010835371972,1.6315881346272862,0.4607484586896937,False,False,up
147,0.17194154215599808,0.11760610627529323,0.42012245330173503,0.9295701284910208,0.31578022827284646,False,False,up
148,0.13241551718289105,0.38430129556420967,0.7923738052870302,0.41532815143094454,0.1748578714346382,False,False,up
149,0.017423710874455274,0.8914403069460208,0.9840779460062364,0.04990773295066988,0.027368624053559276,False,False,up
150,0.005590669333201844,0.9610304274330277,0.9950151588469387,0.017262861803809603,0.009797324544651997,False,False,up
151,-0.6193685939609584,2.8992622744866103e-10,1.3084203055139279e-08,9.53771249550734,1.4053834572907933,False,False,down
152,-0.5687928434499028,1.2717054365185146e-08,1.9564699023361764e-07,7.895613472106828,1.2441401207378575,False,False,down
153,0.0685946808106304,0.5083369059036642,0.8711465854012075,0.29384835882283394,0.13279400866652674,False,False,up
154,0.11703417601128296,0.3652753757178676,0.7855384424040163,0.43737960386338076,0.18191634210664062,False,False,up
155,-0.06366613536408094,0.6182147684232717,0.8819007623073477,0.2088606243647179,0.09999930593731589,False,False,down
156,-0.012753840768353234,0.9090086629344063,0.9843088165140743,0.041431977892793466,0.022918198777821683,False,False,down
157,-0.2108205521018552,0.06974297588549287,0.2905957328562203,1.1564995255136012,0.3667853180976599,False,False,down
158,-0.05839652044202208,0.5398277701238747,0.8711465854012075,0.2677447779837519,0.1230493145516434,False,False,down
159,-0.15947514526161566,0.3118290651841156,0.725183872521199,0.5060834072331973,0.20332791278724513,False,False,down
160,0.11945945845472125,0.23421714359257031,0.6330193070069468,0.6303813197881488,0.23949570595720668,False,False,up
161,-0.1609806251901363,0.19329303144741902,0.5857364589315728,0.7137838027665101,0.2620773438572111,False,False,down
162,-0.19279871653516745,0.0360895430394356,0.1737596546186079,1.4426186168794777,0.4251635750125744,False,False,down
163,0.005006589503463234,0.967997486678524,0.9950151588469387,0.014125770298078731,0.008045660132145532,False,False,up
164,-0.1408117899129489,0.22924996307994902,0.6330193070069468,0.6396907255998201,0.24199439159355107,False,False,down
165,-0.054348332882039656,0.5707911527034184,0.8781402349283359,0.24352276709534298,0.11377382212882105,False,False,down
166,-0.1428031050425056,0.11369678984672844,0.42012245330173503,0.9442517971551253,0.3192855323869207,False,False,down
167,0.05445128562435572,0.6624834385961837,0.9041502433456505,0.17882497417031243,0.08756740305957991,False,False,up
168,-0.20092220564149263,0.0996561830865867,0.38329301187148734,1.0014957506806939,0.33249096808021056,False,False,down
169,-0.08921633581549178,0.4420664302824313,0.8387868731512433,0.35451246337198594,0.1544084802306654,False,False,down
170,0.07120359981420778,0.3799839625485919,0.7916332553095664,0.4202347326558971,0.17639032654250286,False,False,up
171,0.10518199567885207,0.2664016441890476,0.666004110472619,0.5744630990962296,0.2235540311040911,False,False,up
172,-0.006139799069806177,0.959529624388712,0.9950151588469387,0.017941612372034132,0.010174767816357112,False,False,down
173,0.10117100676862893,0.3798562760998989,0.7916332553095664,0.4203806936560721,0.17644201403558102,False,False,up
174,-0.07908238621275848,0.5440475657239583,0.8711465854012075,0.2643631285584759,0.1217663239081009,False,False,down
175,0.03617028027663996,0.7684289473204448,0.9314290270550845,0.11439628328881885,0.05907125587733537,False,False,up
176,0.16895022273743346,0.21214872773863355,0.6239668462900987,0.6733595683647128,0.25119741496137327,False,False,up
177,0.02136630554877127,0.8614426225549445,0.9700935228777415,0.0647736439705963,0.03499950914267128,False,False,up
178,0.6162462739503481,4.2121422200444986e-08,4.433833915836315e-07,7.375496973588689,1.1894391873317742,False,False,up
179,0.18282470359317285,0.04515365313455228,0.210016991323499,1.3453071075432328,0.4059927451578019,False,False,up
180,-0.05622936905384216,0.5498807105468985,0.8711465854012075,0.2597315148152555,0.12001088929646038,False,False,down
181,0.5600732967608837,7.580517002943736e-07,6.317097502453113e-06,6.1203011738047906,1.0597461642553316,False,False,up
182,-0.059549834346199135,0.5927491782386534,0.8819007623073477,0.2271290394360934,0.10732423530690195,False,False,down
183,-0.14894150820376187,0.23010621511130303,0.6330193070069468,0.6380716509876331,0.24153954085702165,False,False,down
184,-0.06227592933176095,0.6069419704619237,0.8819007623073477,0.2168528297038346,0.10322186113110099,False,False,down
185,-0.4023829575804809,2.3886376223722957e-05,0.00016473362912912382,4.6218497315985285,0.8905759008843781,False,False,down
186,-0.0008101415544206925,0.994463918646034,0.9950151588469387,0.0024109694195793394,0.0013912492136178244,False,False,down
187,0.5575923893460948,1.0033638547175189e-08,1.6722730911958647e-07,7.998541548095464,1.2581176229958866,False,False,up
188,-0.5730953060523577,4.5123854858147545e-07,4.027319804191524e-06,6.345593806362696,1.0856966739164962,False,False,down
189,0.528988835574006,1.648148757231047e-06,1.2678067363315746e-05,5.7830035926819905,1.0211805447001536,False,False,up
190,0.033443966505414945,0.7920337501095323,0.9378166648984795,0.10125631187763157,0.052878235812243914,False,False,up
191,0.22163360374221433,0.025033435769675295,0.12837659369064253,1.601479540587117,0.45532672464781127,False,False,up
192,0.6305372085225346,2.7195584642710185e-08,3.8850835203871696e-07,7.565501600412933,1.2091742393179834,False,False,up
193,-0.5001677454109756,1.6136296234717634e-06,1.2678067363315746e-05,5.792196141820434,1.0229771461159423,False,False,down
194,0.15921534372950097,0.17286099242991257,0.5576161046126211,0.7623029979563446,0.2746361304936456,False,False,up
195,-0.05378641858819565,0.6771577517377736,0.9041502433456505,0.16931014560078697,0.08353424804577403,False,False,down
196,0.0016152670020376494,0.9905278600395261,0.9950151588469387,0.004133304788460178,0.002380490137665877,False,False,up
197,0.13418750821219533,0.27529692683023005,0.6714559190981221,0.5601986366565154,0.2194313184524826,False,False,up
198,-0.030202572602208443,0.7643197631521,0.9314290270550845,0.11672491064015401,0.060131010178992625,False,False,down
199,-0.088109465371714,0.3792762122889616,0.7916332553095664,0.42104439482846107,0.1766473334340525,False,False,down
